Title,Types,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url
"BOOKING 5K! FULL LOAN! New 2 Sty Semi D, Shah Alam North, Seksyen U17",Houses,RM 1 180 000,6 Bedrooms,5 Bathrooms,3176 sq.ft.,Shah Alam,"Today, 10:08",https://www.mudah.my/BOOKING+5K+FULL+LOAN+New+2+Sty+Semi+D+Shah+Alam+North+Seksyen+U17-91723495.htm
[FULLY FURNISHED] DOUBLE STOREY BANDAR SAUJANA PUTRA JENJAROM s,Houses,RM 460 000,5 Bedrooms,3 Bathrooms,1200 sq.ft.,Bandar Saujana Putra,"Today, 10:07",https://www.mudah.my/+FULLY+FURNISHED+DOUBLE+STOREY+BANDAR+SAUJANA+PUTRA+JENJAROM+s-91796347.htm
Teres Single Storey Alam Perdana Puncak Alam,Houses,RM 305 000,3 Bedrooms,2 Bathrooms,1540 sq.ft.,Puncak Alam,"Today, 10:05",https://www.mudah.my/Teres+Single+Storey+Alam+Perdana+Puncak+Alam-91796330.htm
Apartment Mampu Milik Di Bandar Bukit Mahkota,Apartments,RM 318 573,3 Bedrooms,2 Bathrooms,1107 sq.ft.,Kajang,"Today, 10:05",https://www.mudah.my/Apartment+Mampu+Milik+Di+Bandar+Bukit+Mahkota-91796329.htm
"One damansara condo, damansara damai",Apartments,RM 380 000,3 Bedrooms,2 Bathrooms,986 sq.ft.,Damansara Damai,"Today, 10:05",https://www.mudah.my/One+damansara+condo+damansara+damai-91796200.htm
2.5 STOREY SEMI-D TAMAN CHERAS JAYA BALAKONG s,Houses,RM 895 000,5 Bedrooms,4 Bathrooms,5242 sq.ft.,Balakong,"Today, 10:05",https://www.mudah.my/2+5+STOREY+SEMI+D+TAMAN+CHERAS+JAYA+BALAKONG+s-91796188.htm
TURUN HARGA Single storey bukit kapar klang,Houses,RM 258 000,3 Bedrooms,2 Bathrooms,1300 sq.ft.,Klang,"Today, 10:05",https://www.mudah.my/TURUN+HARGA+Single+storey+bukit+kapar+klang-91431507.htm
[RENOVATED] Teres 2 Tingkat Taman Asa Jaya Kajang,Houses,RM 480 000,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Kajang,"Today, 10:05",https://www.mudah.my/+RENOVATED+Teres+2+Tingkat+Taman+Asa+Jaya+Kajang-91796328.htm
"Puchong Prima 20x85 Double Storey Landed, Built Up 2020sf",Houses,RM 710 000,4 Bedrooms,4 Bathrooms,2020 sq.ft.,Puchong,"Today, 10:04",https://www.mudah.my/Puchong+Prima+20x85+Double+Storey+Landed+Built+Up+2020sf-89707287.htm
Apartment Bawah Market Value Dataran otomobil seksyen 15 shah alam,Apartments,RM 205 000,3 Bedrooms,2 Bathrooms,830 sq.ft.,Shah Alam,"Today, 10:04",https://www.mudah.my/Apartment+Bawah+Market+Value+Dataran+otomobil+seksyen+15+shah+alam-91796318.htm
"2 Storey Bungalow Glenmarie Gardens, Shah Alam",Houses,RM 7 000 000,7 Bedrooms,7 Bathrooms,9515 sq.ft.,Glenmarie,"Today, 10:02",https://www.mudah.my/2+Storey+Bungalow+Glenmarie+Gardens+Shah+Alam-91796312.htm
Kajang East Precinct 2,Houses,RM 860 000,4 Bedrooms,4 Bathrooms,2200 sq.ft.,Kajang,"Today, 10:01",https://www.mudah.my/Kajang+East+Precinct+2-88549751.htm
"Commercial Unit for SALE!!! Kayu Ara 10 Boulevard, Petaling Jaya!!",Commercial Properties,RM 668 000,Leasehold,Office space,1540 sq.ft.,Petaling Jaya,"Today, 10:00",https://www.mudah.my/Commercial+Unit+for+SALE+Kayu+Ara+10+Boulevard+Petaling+Jaya+-88554377.htm
ENDLOT PALING MURAH | Avenham Garden Eco Grandeur Bandar Puncak Alam,Houses,RM 760 000,4 Bedrooms,3 Bathrooms,1836 sq.ft.,Puncak Alam,"Today, 10:00",https://www.mudah.my/ENDLOT+PALING+MURAH+Avenham+Garden+Eco+Grandeur+Bandar+Puncak+Alam-91692959.htm
"Semi-D MURAH , JALAN MERBOK",Houses,RM 408 800,3 Bedrooms,3 Bathrooms,2448 sq.ft.,Shah Alam,"Today, 10:00",https://www.mudah.my/Semi+D+MURAH+JALAN+MERBOK-91654810.htm
CORNER LOT & 2745 SQFT | 3 Storey Semi D Taman Tropika 2 Bangi,Houses,RM 1 170 000,5 Bedrooms,5 Bathrooms,3745 sq.ft.,Bangi,"Today, 10:00",https://www.mudah.my/CORNER+LOT+2745+SQFT+3+Storey+Semi+D+Taman+Tropika+2+Bangi-91772962.htm
"Double Storey Semi D Saujana Utama 2, Sungai Buloh",Houses,RM 430 000,3 Bedrooms,3 Bathrooms,1320 sq.ft.,Sungai Buloh,"Today, 10:00",https://www.mudah.my/Double+Storey+Semi+D+Saujana+Utama+2+Sungai+Buloh-91733955.htm
"END LOT | 2 Storey Seksyen 7, Shah Alam",Houses,RM 650 000,4 Bedrooms,3 Bathrooms,1840 sq.ft.,Shah Alam,"Today, 10:00",https://www.mudah.my/END+LOT+2+Storey+Seksyen+7+Shah+Alam-91726781.htm
Double storey renovated taman melawis klang near teluk pulai 550k,Houses,RM 550 000,4 Bedrooms,3 Bathrooms,1800 sq.ft.,Klang,"Today, 10:00",https://www.mudah.my/Double+storey+renovated+taman+melawis+klang+near+teluk+pulai+550k-91696557.htm
Partial furnish rumah semi-d single storey puncak alam /meru,Houses,RM 534 000,4 Bedrooms,2 Bathrooms,2552 sq.ft.,Puncak Alam,"Today, 10:00",https://www.mudah.my/Partial+furnish+rumah+semi+d+single+storey+puncak+alam+meru-91413155.htm
Klang【Semid Concept Double Storey】Freehold FreeHoc,Houses,RM 400 000,4 Bedrooms,4 Bathrooms,2869 sq.ft.,Klang,"Today, 10:00",https://www.mudah.my/Klang+Semid+Concept+Double+Storey+Freehold+FreeHoc-90968733.htm
10882 LAND AREA | 2 Storey Bungalow Bandar Baru Bangi,Houses,RM 1 650 000,9 Bedrooms,5 Bathrooms,10882 sq.ft.,Bangi,"Today, 10:00",https://www.mudah.my/10882+LAND+AREA+2+Storey+Bungalow+Bandar+Baru+Bangi-90946011.htm
[Sungai Kapar Indah] [ Double Storey Corner Lot House ] FOR SALES,Houses,RM 660 000,4 Bedrooms,3 Bathrooms,3000 sq.ft.,Klang,"Today, 10:00",https://www.mudah.my/+Sungai+Kapar+Indah+Double+Storey+Corner+Lot+House+FOR+SALES-90375422.htm
[Double storey semi-D with Renovation FOR SALES] [Sungai Kandis-Klang],Houses,RM 1 150 000,7 Bedrooms,5 Bathrooms,3720 sq.ft.,Klang,"Today, 10:00",https://www.mudah.my/+Double+storey+semi+D+with+Renovation+FOR+SALES+Sungai+Kandis+Klang+-90366773.htm
[Setia Alam - Klang] [Double Storey Terrace House] FOR SALES,Houses,RM 660 000,3 Bedrooms,3 Bathrooms,1400 sq.ft.,Klang,"Today, 10:00",https://www.mudah.my/+Setia+Alam+Klang+Double+Storey+Terrace+House+FOR+SALES-90364798.htm
[Batu Belah Klang] [Double Storey House with Renovation],Houses,RM 760 000,5 Bedrooms,3 Bathrooms,2046 sq.ft.,Klang,"Today, 10:00",https://www.mudah.my/+Batu+Belah+Klang+Double+Storey+House+with+Renovation+-90364573.htm
Fully renovated double storey semenyih parklands fasa2,Houses,RM 489 000,4 Bedrooms,3 Bathrooms,1624 sq.ft.,Semenyih,"Today, 09:55",https://www.mudah.my/Fully+renovated+double+storey+semenyih+parklands+fasa2-91522942.htm
"MURAH & LOW DEPOSIT - La Cottage, Taman Putra Perdana",Houses,RM 400 000,4 Bedrooms,2 Bathrooms,1170 sq.ft.,Puchong,"Today, 09:55",https://www.mudah.my/MURAH+LOW+DEPOSIT+La+Cottage+Taman+Putra+Perdana-91500577.htm
Corner / Biggest Unit Facing Pool View Ascotte Boulevard Semenyih,Apartments,RM 310 000,3 Bedrooms,2 Bathrooms,1051 sq.ft.,Semenyih,"Today, 09:55",https://www.mudah.my/Corner+Biggest+Unit+Facing+Pool+View+Ascotte+Boulevard+Semenyih-90484198.htm
[END LOT] DOUBLE STOREY SUPERLINK ALAM IMPIAN SHAH ALAM s,Houses,RM 1 200 000,4 Bedrooms,5 Bathrooms,3503 sq.ft.,Alam Impian,"Today, 09:50",https://www.mudah.my/+END+LOT+DOUBLE+STOREY+SUPERLINK+ALAM+IMPIAN+SHAH+ALAM+s-91796177.htm
"FREEHOLD | Double Storey Taman Koperasi Polis Fasa 2, Batu Caves",Houses,RM 399 000,4 Bedrooms,2 Bathrooms,880 sq.ft.,Batu Caves,"Today, 09:50",https://www.mudah.my/FREEHOLD+Double+Storey+Taman+Koperasi+Polis+Fasa+2+Batu+Caves-91795998.htm
[RENOVATED] DOUBLE STOREY BANDAR SAUJANA PUTRA JENJAROM s,Houses,RM 480 000,4 Bedrooms,3 Bathrooms,1399 sq.ft.,Bandar Saujana Putra,"Today, 09:50",https://www.mudah.my/+RENOVATED+DOUBLE+STOREY+BANDAR+SAUJANA+PUTRA+JENJAROM+s-91795984.htm
[NON BUMI LOT] 4R3B Taman Prima Saujana Puchong for sale,Houses,RM 530 000,4 Bedrooms,3 Bathrooms,1080 sq.ft.,Kajang,"Today, 09:50",https://www.mudah.my/+NON+BUMI+LOT+4R3B+Taman+Prima+Saujana+Puchong+for+sale-91699829.htm
"Double Storey Seksyen U17, Shah Alam",Houses,RM 520 000,4 Bedrooms,3 Bathrooms,1800 sq.ft.,Shah Alam,"Today, 09:50",https://www.mudah.my/Double+Storey+Seksyen+U17+Shah+Alam-91692868.htm
Subang Jaya beautiful Place Bukit Lanchung Double Storey Terrace,Houses,RM 618 000,4 Bedrooms,3 Bathrooms,1800 sq.ft.,Subang Jaya,"Today, 09:50",https://www.mudah.my/Subang+Jaya+beautiful+Place+Bukit+Lanchung+Double+Storey+Terrace-91077354.htm
Shah alam【Semid concept double storey】FreeHoc Freehold,Houses,RM 400 000,4 Bedrooms,3 Bathrooms,3000 sq.ft.,Shah Alam,"Today, 09:50",https://www.mudah.my/Shah+alam+Semid+concept+double+storey+FreeHoc+Freehold-90962511.htm
ShahAlam【30X80 Semid Concept Double Storey】Freehold Individual,Houses,RM 350 000,4 Bedrooms,3 Bathrooms,2900 sq.ft.,Shah Alam,"Today, 09:50",https://www.mudah.my/ShahAlam+30X80+Semid+Concept+Double+Storey+Freehold+Individual-90955281.htm
【30*90】Semi- D Concept 2sty Freehold Individual Title,Houses,RM 350 000,5 Bedrooms,5 Bathrooms,3056 sq.ft.,Shah Alam,"Today, 09:50",https://www.mudah.my/+30+90+Semi+D+Concept+2sty+Freehold+Individual+Title-90940209.htm
Telok Panglima Garang 0 Downpayment 2 Tingkat Teres dan Semi D,Houses,RM 441 000,4 Bedrooms,3 Bathrooms,1640 sq.ft.,Telok Panglima Garang,"Today, 09:50",https://www.mudah.my/Telok+Panglima+Garang+0+Downpayment+2+Tingkat+Teres+dan+Semi+D-89034750.htm
END LOT | Double Storey Terrace House Tenun Alam Impian,Houses,RM 890 000,5 Bedrooms,5 Bathrooms,2500 sq.ft.,Alam Impian,"Today, 09:50",https://www.mudah.my/END+LOT+Double+Storey+Terrace+House+Tenun+Alam+Impian-91796021.htm
Ampang Prima Condo 3R2B Corner lot Bandar Baru Ampang Jaya,Apartments,RM 400 000,3 Bedrooms,2 Bathrooms,993 sq.ft.,Ampang,"Today, 09:50",https://www.mudah.my/Ampang+Prima+Condo+3R2B+Corner+lot+Bandar+Baru+Ampang+Jaya-91796017.htm
[FACING PLAYGROUND] DOUBLE STOREY BK7 BANDAR KINRARA s,Houses,RM 1 080 000,4 Bedrooms,3 Bathrooms,1966 sq.ft.,Bandar Kinrara,"Today, 09:49",https://www.mudah.my/+FACING+PLAYGROUND+DOUBLE+STOREY+BK7+BANDAR+KINRARA+s-91796160.htm
Double storey extended bandar baru bangi,Houses,RM 580 000,4 Bedrooms,3 Bathrooms,1300 sq.ft.,Bangi,"Today, 09:49",https://www.mudah.my/Double+storey+extended+bandar+baru+bangi-91796157.htm
Double storey new renovated seksyen 9 kota damansara,Houses,RM 950 000,4 Bedrooms,3 Bathrooms,2000 sq.ft.,Kota Damansara,"Today, 09:49",https://www.mudah.my/Double+storey+new+renovated+seksyen+9+kota+damansara-91796155.htm
BUNGALOW DOUBLE STOREY SEKSYEN 9 BANDAR BUKIT MAHKOTA BANGI s,Houses,RM 1 700 000,7 Bedrooms,7 Bathrooms,11614 sq.ft.,Bangi,"Today, 09:48",https://www.mudah.my/BUNGALOW+DOUBLE+STOREY+SEKSYEN+9+BANDAR+BUKIT+MAHKOTA+BANGI+s-91796149.htm
[ LAND AREA 40 x 78 ] 3 Storey Semi D Lambaian Residence Bangi UKM,Houses,RM 1 350 000,6 Bedrooms,7 Bathrooms,3562 sq.ft.,Bangi,"Today, 09:47",https://www.mudah.my/+LAND+AREA+40+x+78+3+Storey+Semi+D+Lambaian+Residence+Bangi+UKM-91796136.htm
DOUBLE STOREY SERENE HEIGHTS DAHLIA BANGI s,Houses,RM 600 000,4 Bedrooms,3 Bathrooms,1400 sq.ft.,Bangi,"Today, 09:47",https://www.mudah.my/DOUBLE+STOREY+SERENE+HEIGHTS+DAHLIA+BANGI+s-91796131.htm
"(MURAH!!)Double Storey Dorriz (FASA 2), Puncak Alam",Houses,RM 420 000,4 Bedrooms,3 Bathrooms,1500 sq.ft.,Puncak Alam,"Today, 09:47",https://www.mudah.my/+MURAH+Double+Storey+Dorriz+FASA+2+Puncak+Alam-91796127.htm
[MURAH | RENOVATED | FACING OPEN] 1 Storey Bukit Sentosa Rawang,Houses,RM 220 000,3 Bedrooms,1 Bathroom,1080 sq.ft.,Bukit Beruntung,"Today, 09:47",https://www.mudah.my/+MURAH+RENOVATED+FACING+OPEN+1+Storey+Bukit+Sentosa+Rawang-91796126.htm
Cheapest 2 storey terrace house in laman glenmarie,Houses,RM 899 999,4 Bedrooms,4 Bathrooms,2429 sq.ft.,Glenmarie,"Today, 09:47",https://www.mudah.my/Cheapest+2+storey+terrace+house+in+laman+glenmarie-91796125.htm
[CORNER LOT] SINGLE STOREY TAMAN LESTARI MEWAH SEMENYIH s,Houses,RM 520 000,3 Bedrooms,2 Bathrooms,2687 sq.ft.,Semenyih,"Today, 09:47",https://www.mudah.my/+CORNER+LOT+SINGLE+STOREY+TAMAN+LESTARI+MEWAH+SEMENYIH+s-91796116.htm
6 BILIK Bungalow DVilla Equestrian Seksyen 11 Kota Damansara,Houses,RM 3 300 000,6 Bedrooms,5 Bathrooms,4400 sq.ft.,Petaling Jaya,"Today, 09:46",https://www.mudah.my/6+BILIK+Bungalow+DVilla+Equestrian+Seksyen+11+Kota+Damansara-91796115.htm
[BELOW MARKET] 2STRY Seksyen 13 Shah Alam RENOVATED FULLY FURNISH,Houses,RM 690 000,4 Bedrooms,3 Bathrooms,1920 sq.ft.,Shah Alam,"Today, 09:46",https://www.mudah.my/+BELOW+MARKET+2STRY+Seksyen+13+Shah+Alam+RENOVATED+FULLY+FURNISH-91796108.htm
FREEHOLD TERMURAH Double Storey House Taman Sutera Kajang 2480 sqft,Houses,RM 510 000,3 Bedrooms,3 Bathrooms,2480 sq.ft.,Kajang,"Today, 09:45",https://www.mudah.my/FREEHOLD+TERMURAH+Double+Storey+House+Taman+Sutera+Kajang+2480+sqft-91796095.htm
[BELOW SPA PRICE] CORNER LOT DOUBLE STOREY KAJANG EAST s,Houses,RM 980 000,4 Bedrooms,4 Bathrooms,4489 sq.ft.,Kajang,"Today, 09:45",https://www.mudah.my/+BELOW+SPA+PRICE+CORNER+LOT+DOUBLE+STOREY+KAJANG+EAST+s-91796089.htm
"BUNGALOW LOT 13,218 sqft Sungai Buloh Country Resort Saujana Utama",Land,RM 595 000,Leasehold,Residential,13218 Acres,Sungai Buloh,"Today, 09:45",https://www.mudah.my/BUNGALOW+LOT+13+218+sqft+Sungai+Buloh+Country+Resort+Saujana+Utama-91795943.htm
(CORNER LOT SPACIOUS LAND) Two Storey Terrace USJ 19 Subang Jaya,Houses,RM 1 580 000,4 Bedrooms,3 Bathrooms,4090 sq.ft.,Subang Jaya,"Today, 09:45",https://www.mudah.my/+CORNER+LOT+SPACIOUS+LAND+Two+Storey+Terrace+USJ+19+Subang+Jaya-91795942.htm
(GROUND FLOOR) Apartment Sri Cempaka Bandar Puchong Jaya,Apartments,RM 330 000,3 Bedrooms,2 Bathrooms,810 sq.ft.,Puchong,"Today, 09:45",https://www.mudah.my/+GROUND+FLOOR+Apartment+Sri+Cempaka+Bandar+Puchong+Jaya-91795941.htm
(CORNER LOT) Brand New Semi-D Two Storey Setia Ecohill Semenyih,Houses,RM 1 050 000,5 Bedrooms,4 Bathrooms,3778 sq.ft.,Semenyih,"Today, 09:45",https://www.mudah.my/+CORNER+LOT+Brand+New+Semi+D+Two+Storey+Setia+Ecohill+Semenyih-91795938.htm
(FACING SWIMMING POOL) Apartment Taman Putra Impian Bangi,Apartments,RM 345 000,3 Bedrooms,2 Bathrooms,1044 sq.ft.,Bangi,"Today, 09:45",https://www.mudah.my/+FACING+SWIMMING+POOL+Apartment+Taman+Putra+Impian+Bangi-91795937.htm
"Goodyear Court 6, Subang Perdana, USJ 9, high roi rate",Apartments,RM 270 000,3 Bedrooms,2 Bathrooms,950 sq.ft.,USJ,"Today, 09:45",https://www.mudah.my/Goodyear+Court+6+Subang+Perdana+USJ+9+high+roi+rate-91795933.htm
(BOOKING 1K) Springville Apartment Ukay Perdana Ampang,Apartments,RM 230 000,3 Bedrooms,2 Bathrooms,736 sq.ft.,Ampang,"Today, 09:45",https://www.mudah.my/+BOOKING+1K+Springville+Apartment+Ukay+Perdana+Ampang-91795932.htm
(FULLY FURNISHED) Apartment CyberHeight Villa Putrajaya,Apartments,RM 595 000,4 Bedrooms,2 Bathrooms,1400 sq.ft.,Cyberjaya,"Today, 09:45",https://www.mudah.my/+FULLY+FURNISHED+Apartment+CyberHeight+Villa+Putrajaya-91795931.htm
TERMURAH🔥 [END LOT] DOUBLE STOREY TERRACE HOUSE SEMENYIH PARKLANDS,Houses,RM 375 000,4 Bedrooms,3 Bathrooms,1750 sq.ft.,Semenyih,"Today, 09:45",https://www.mudah.my/TERMURAH+END+LOT+DOUBLE+STOREY+TERRACE+HOUSE+SEMENYIH+PARKLANDS-91795926.htm
Flat Taman Asa Jaya Kajang,Apartments,RM 88 000,2 Bedrooms,1 Bathroom,500 sq.ft.,Kajang,"Today, 09:45",https://www.mudah.my/Flat+Taman+Asa+Jaya+Kajang-91795925.htm
Non Bumi Facing Lake East Lake Seri Kembangan,Apartments,RM 390 000,3 Bedrooms,2 Bathrooms,1031 sq.ft.,Seri Kembangan,"Today, 09:45",https://www.mudah.my/Non+Bumi+Facing+Lake+East+Lake+Seri+Kembangan-91795924.htm
2 Storey Bungalow Seksyen 6 Bandar Bukit Mahkota Bangi For Sale,Houses,RM 1 050 000,6 Bedrooms,5 Bathrooms,4800 sq.ft.,Bangi,"Today, 09:45",https://www.mudah.my/2+Storey+Bungalow+Seksyen+6+Bandar+Bukit+Mahkota+Bangi+For+Sale-91450784.htm
FULLY FURNISH 6 BILIK Semi D The Rafflesia Damansara Perdana 4100 sqft,Houses,RM 3 450 000,6 Bedrooms,5 Bathrooms,4100 sq.ft.,Damansara Perdana,"Today, 09:45",https://www.mudah.my/FULLY+FURNISH+6+BILIK+Semi+D+The+Rafflesia+Damansara+Perdana+4100+sqft-91795975.htm
Townhouse Taman Bukit Teratai,Apartments,RM 300 000,3 Bedrooms,2 Bathrooms,900 sq.ft.,Ampang,"Today, 09:45",https://www.mudah.my/Townhouse+Taman+Bukit+Teratai-91795974.htm
6 BILIK LIFT Semi D The Rafflesia Damansara Perdana 4100 sqft,Houses,RM 3 300 000,6 Bedrooms,5 Bathrooms,4100 sq.ft.,Damansara Perdana,"Today, 09:45",https://www.mudah.my/6+BILIK+LIFT+Semi+D+The+Rafflesia+Damansara+Perdana+4100+sqft-91795971.htm
Single Storey Terrace Taman Desa Kundang Rawang,Houses,RM 290 000,3 Bedrooms,2 Bathrooms,1400 sq.ft.,Rawang,"Today, 09:45",https://www.mudah.my/Single+Storey+Terrace+Taman+Desa+Kundang+Rawang-91795969.htm
RENOVATED Double Storey Terrace Subang Murni Seksyen U5 Shah Alam,Houses,RM 610 000,4 Bedrooms,3 Bathrooms,1400 sq.ft.,Shah Alam,"Today, 09:45",https://www.mudah.my/RENOVATED+Double+Storey+Terrace+Subang+Murni+Seksyen+U5+Shah+Alam-91795968.htm
CORNER UNIT Residensi Setia Impian (BARE UNIT) Kajang,Apartments,RM 400 000,3 Bedrooms,2 Bathrooms,1470 sq.ft.,Kajang,"Today, 09:45",https://www.mudah.my/CORNER+UNIT+Residensi+Setia+Impian+BARE+UNIT+Kajang-91795965.htm
2 PARKING RENOVATED Perdana Exclusive Condo Damansara Perdana 996 sqft,Apartments,RM 400 000,3 Bedrooms,2 Bathrooms,996 sq.ft.,Damansara Perdana,"Today, 09:45",https://www.mudah.my/2+PARKING+RENOVATED+Perdana+Exclusive+Condo+Damansara+Perdana+996+sqft-91795963.htm
(NEWLY RENOVATED & EXTENDED) Semi D 2 Storey Ficus Peak Denai Alam,Houses,RM 2 650 000,5 Bedrooms,5 Bathrooms,8000 sq.ft.,Denai Alam,"Today, 09:45",https://www.mudah.my/+NEWLY+RENOVATED+EXTENDED+Semi+D+2+Storey+Ficus+Peak+Denai+Alam-91795962.htm
"TWO STOREY BUNGALOW 11,614 sqft Sek 9 Bandar Bukit Mahkota Bangi",Houses,RM 1 700 000,6 Bedrooms,7 Bathrooms,11614 sq.ft.,Bangi,"Today, 09:45",https://www.mudah.my/TWO+STOREY+BUNGALOW+11+614+sqft+Sek+9+Bandar+Bukit+Mahkota+Bangi-91795960.htm
