Title,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url
Guard Gated1500 sqft 4 bilik Balcony Gated Rumah Baru TAK PERNAH DUDUK,RM 1 199 per month,4 Bedrooms,3 Bathrooms,1500 sq.ft.,Putrajaya,"Yesterday, 09:25",https://www.mudah.my/Guard+Gated1500+sqft+4+bilik+Balcony+Gated+Rumah+Baru+TAK+PERNAH+DUDUK-88666227.htm
Puteri Palma Condo,RM 3 300 per month,3 Bedrooms,2 Bathrooms,1800 sq.ft.,Putrajaya,"Yesterday, 08:51",https://www.mudah.my/Puteri+Palma+Condo-88666019.htm
Furnished jalan kaki ke sprm hospital bomba putrajaya sentral,RM 1 299 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Putrajaya,"Yesterday, 08:05",https://www.mudah.my/Furnished+jalan+kaki+ke+sprm+hospital+bomba+putrajaya+sentral-88665453.htm
Aircnd tmn permainan sekolah park byk kitchn cbnt bersih,RM 999 per month,3 Bedrooms,2 Bathrooms,799 sq.ft.,Putrajaya,"Yesterday, 08:05",https://www.mudah.my/Aircnd+tmn+permainan+sekolah+park+byk+kitchn+cbnt+bersih-88665455.htm
Furnished quad safety guarded astro privacy view cun best murah,RM 899 per month,3 Bedrooms,2 Bathrooms,899 sq.ft.,Putrajaya,"Yesterday, 08:05",https://www.mudah.my/Furnished+quad+safety+guarded+astro+privacy+view+cun+best+murah-88665454.htm
Apartment putra damai presint 11,RM 1 000 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Putrajaya,"Yesterday, 07:48",https://www.mudah.my/Apartment+putra+damai+presint+11-88665443.htm
"Saujana Aster Condominium, Presint 11, Putrajaya",RM 1 200 per month,3 Bedrooms,2 Bathrooms,875 sq.ft.,Putrajaya,"Feb 11, 21:42",https://www.mudah.my/Saujana+Aster+Condominium+Presint+11+Putrajaya-88217222.htm
[FULLY FURNISHED] Condominium Unit Dwiputra Residences Presint 15,RM 2 200 per month,3 Bedrooms,3 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 11, 21:30",https://www.mudah.my/+FULLY+FURNISHED+Condominium+Unit+Dwiputra+Residences+Presint+15-86024097.htm
Rumah Sewa 1500sqft 4 Bilik Apartment Pudina Presint 17 Putrajaya,RM 1 500 per month,4 Bedrooms,2 Bathrooms,1500 sq.ft.,Putrajaya,"Feb 11, 20:51",https://www.mudah.my/Rumah+Sewa+1500sqft+4+Bilik+Apartment+Pudina+Presint+17+Putrajaya-88646557.htm
Apartment Larai Precint 6 Putrajaya Partial Furnished,RM 1 200 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 11, 20:50",https://www.mudah.my/Apartment+Larai+Precint+6+Putrajaya+Partial+Furnished-88662307.htm
Apartment tingkat bawah berhampiran putrajaya,RM 770 per month,2 Bedrooms,2 Bathrooms,740 sq.ft.,Putrajaya,"Feb 11, 20:32",https://www.mudah.my/Apartment+tingkat+bawah+berhampiran+putrajaya-88662077.htm
LEVEL 1 Saujana Aster Condo Presint 11 PUTRAJAYA,RM 1 200 per month,3 Bedrooms,2 Bathrooms,875 sq.ft.,Putrajaya,"Feb 11, 16:27",https://www.mudah.my/LEVEL+1+Saujana+Aster+Condo+Presint+11+PUTRAJAYA-88658966.htm
Cheapest Seruling Apartment untuk Disewa Tingkat bawah,RM 1 100 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 11, 14:45",https://www.mudah.my/Cheapest+Seruling+Apartment+untuk+Disewa+Tingkat+bawah-88622279.htm
Cheapest Rumah untuk Disewa Prima Presint 11,RM 1 100 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 11, 13:50",https://www.mudah.my/Cheapest+Rumah+untuk+Disewa+Prima+Presint+11-88629564.htm
"[Dekat Sekolah, Pejabat] Apartment PPAM Pudina Presint 17 Putrajaya",RM 1 200 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 11, 12:45",https://www.mudah.my/+Dekat+Sekolah+Pejabat+Apartment+PPAM+Pudina+Presint+17+Putrajaya-88655369.htm
"[Dekat Sekolah, Surau] Apartment PRIMA Presint 11 Putrajaya",RM 1 300 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 11, 12:42",https://www.mudah.my/+Dekat+Sekolah+Surau+Apartment+PRIMA+Presint+11+Putrajaya-88655505.htm
PARTLY FURNISHED NEARBY SCHOOL Apartment Prima Presint 11 Putrajaya,RM 1 499 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 11, 12:10",https://www.mudah.my/PARTLY+FURNISHED+NEARBY+SCHOOL+Apartment+Prima+Presint+11+Putrajaya-88583504.htm
"Conezion Putrajaya, IOI Resort City, Fully Furnished",RM 1 900 per month,3 Bedrooms,2 Bathrooms,994 sq.ft.,Putrajaya,"Feb 11, 10:20",https://www.mudah.my/Conezion+Putrajaya+IOI+Resort+City+Fully+Furnished-88401706.htm
"[Cheapest, Near Ammenities] Tamara Residence, Presint 8, Putrajaya",RM 1 700 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 11, 06:25",https://www.mudah.my/+Cheapest+Near+Ammenities+Tamara+Residence+Presint+8+Putrajaya-88650249.htm
"[Dekat Dengan Kemudahan] Apartment Prima, Presint 11, Putrajaya",RM 1 300 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 11, 06:23",https://www.mudah.my/+Dekat+Dengan+Kemudahan+Apartment+Prima+Presint+11+Putrajaya-88650254.htm
Fully Furnished Tamara Condominium Ayer 8 Putrajaya,RM 2 000 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 11, 00:18",https://www.mudah.my/Fully+Furnished+Tamara+Condominium+Ayer+8+Putrajaya-85255941.htm
Fully Furnished Service Residence Conezion Residence Putrajaya,RM 1 800 per month,3 Bedrooms,2 Bathrooms,994 sq.ft.,Putrajaya,"Feb 10, 23:50",https://www.mudah.my/Fully+Furnished+Service+Residence+Conezion+Residence+Putrajaya-88514045.htm
"[VIEW TIPTOP, FULLY FURNISHED, 2 CARPARK] Tamara Residence Presint 8",RM 2 500 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 10, 23:40",https://www.mudah.my/+VIEW+TIPTOP+FULLY+FURNISHED+2+CARPARK+Tamara+Residence+Presint+8-87754868.htm
"[2 carpark, low density condo, jalan kaki ke i8] Tamara Residence P8",RM 1 900 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 10, 23:15",https://www.mudah.my/+2+carpark+low+density+condo+jalan+kaki+ke+i8+Tamara+Residence+P8-88302361.htm
Pangsapuri presint 11 untuk disewa,RM 1 200 per month,3 Bedrooms,2 Bathrooms,900 sq.ft.,Putrajaya,"Feb 10, 19:26",https://www.mudah.my/Pangsapuri+presint+11+untuk+disewa-88645797.htm
[ 2-4 Pax| WIFI| Carpark| Fully Furnished] Apartment,RM 1 250 per month,1 Bedroom,1 Bathroom,650 sq.ft.,Putrajaya,"Feb 10, 18:30",https://www.mudah.my/+2+4+Pax+WIFI+Carpark+Fully+Furnished+Apartment-87996122.htm
Tamara Condo Presint 8 Putrajaya FOR RENT,RM 1 700 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 10, 17:27",https://www.mudah.my/Tamara+Condo+Presint+8+Putrajaya+FOR+RENT-88644141.htm
Apartmen Selasih di Presint 17 Putrajaya,RM 1 000 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 10, 17:26",https://www.mudah.my/Apartmen+Selasih+di+Presint+17+Putrajaya-88644125.htm
"RENT TO OWN! Basic to Partial Unit Connezion, Putrajaya",RM 1 200 per month,2 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 10, 16:42",https://www.mudah.my/RENT+TO+OWN+Basic+to+Partial+Unit+Connezion+Putrajaya-88643354.htm
Rumah Baru Apartment Seruling Sewa Putrajaya,RM 1 200 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 10, 16:00",https://www.mudah.my/Rumah+Baru+Apartment+Seruling+Sewa+Putrajaya-88572027.htm
Apartment Pudina Cantik Untuk Disewa Di Putrajaya,RM 1 350 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 10, 13:48",https://www.mudah.my/Apartment+Pudina+Cantik+Untuk+Disewa+Di+Putrajaya-88640024.htm
Apartmen Pudina P17 untuk disewa,RM 1 300 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 10, 12:42",https://www.mudah.my/Apartmen+Pudina+P17+untuk+disewa-88638801.htm
"View Tasik | For Rent | PPAM Saderi Presint 16, Putrajaya (Dekat Alama",RM 1 400 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 10, 12:40",https://www.mudah.my/View+Tasik+For+Rent+PPAM+Saderi+Presint+16+Putrajaya+Dekat+Alama-88468152.htm
Apartment untuk disewa* Apartment Pudina Precint 17 Putrajaya,RM 1 200 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 10, 11:30",https://www.mudah.my/Apartment+untuk+disewa+Apartment+Pudina+Precint+17+Putrajaya-88636964.htm
Fully Furnished Service Residence at Conezion Residence for Rent,RM 1 800 per month,3 Bedrooms,9 Bathrooms,994 sq.ft.,Putrajaya,"Feb 10, 11:15",https://www.mudah.my/Fully+Furnished+Service+Residence+at+Conezion+Residence+for+Rent-88525120.htm
[Fully Furnished ] Dwiputra Residence Presint 15 Putrajaya,RM 1 800 per month,3 Bedrooms,2 Bathrooms,950 sq.ft.,Putrajaya,"Feb 10, 10:10",https://www.mudah.my/+Fully+Furnished+Dwiputra+Residence+Presint+15+Putrajaya-87283067.htm
[ Near Amenities ] Tamara Condominium Presint 8 Putrajaya For Rent,RM 1 700 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 10, 09:50",https://www.mudah.my/+Near+Amenities+Tamara+Condominium+Presint+8+Putrajaya+For+Rent-87084369.htm
"[NICE UNIT&LOCATION] Apt Perumahan Prima Presint 11, Putrajaya",RM 1 300 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 10, 09:25",https://www.mudah.my/+NICE+UNIT+LOCATION+Apt+Perumahan+Prima+Presint+11+Putrajaya-88634882.htm
Flat hijau putra harmoni presint 9 putrajaya,RM 1 200 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Putrajaya,"Feb 10, 09:03",https://www.mudah.my/Flat+hijau+putra+harmoni+presint+9+putrajaya-88634809.htm
Heart of putrajaya tamara residence ayer8 presint 8,RM 1 700 per month,3 Bedrooms,2 Bathrooms,1208 sq.ft.,Putrajaya,"Feb 10, 08:24",https://www.mudah.my/Heart+of+putrajaya+tamara+residence+ayer8+presint+8-88634220.htm
[PARTIALLY FURNISHED APARTMENT] Apartment Selasih Presint 17 Putrajaya,RM 1 200 per month,3 Bedrooms,2 Bathrooms,1043 sq.ft.,Putrajaya,"Feb 10, 01:22",https://www.mudah.my/+PARTIALLY+FURNISHED+APARTMENT+Apartment+Selasih+Presint+17+Putrajaya-88632598.htm
Cyberjaya - Cyberia Smarthome,RM 1 500 per month,3 Bedrooms,2 Bathrooms,1065 sq.ft.,Putrajaya,"Feb 9, 22:46",https://www.mudah.my/Cyberjaya+Cyberia+Smarthome-87363727.htm
"UNTUK DISEWA Apartment PPAM Pudina Presint 17 , Putrajaya",RM 1 200 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 9, 20:40",https://www.mudah.my/UNTUK+DISEWA+Apartment+PPAM+Pudina+Presint+17+Putrajaya-88544083.htm
FACING LAKE Tamara Residence Presint 8 Putrajaya,RM 1 800 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 9, 20:25",https://www.mudah.my/FACING+LAKE+Tamara+Residence+Presint+8+Putrajaya-88544075.htm
"FOR RENT Dwiputra Residence Condominium, Presint 15, Putrajaya",RM 2 300 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 9, 20:25",https://www.mudah.my/FOR+RENT+Dwiputra+Residence+Condominium+Presint+15+Putrajaya-88544061.htm
UNTUK DISEWA Apartment Prima Presint 11 Putrajaya,RM 1 300 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 9, 20:25",https://www.mudah.my/UNTUK+DISEWA+Apartment+Prima+Presint+11+Putrajaya-88544076.htm
"[Fully Furnished] Sawtelle Suites Cyber Heights Villa, Cyberjaya",RM 320 000 per month,2 Bedrooms,2 Bathrooms,900 sq.ft.,Putrajaya,"Feb 9, 16:50",https://www.mudah.my/+Fully+Furnished+Sawtelle+Suites+Cyber+Heights+Villa+Cyberjaya-88625673.htm
(CORNER BIG RENO) Taman Topaz Apartment TABLE TOP 20 Mins To Putrajaya,RM 750 per month,3 Bedrooms,2 Bathrooms,1055 sq.ft.,Putrajaya,"Feb 9, 16:20",https://www.mudah.my/+CORNER+BIG+RENO+Taman+Topaz+Apartment+TABLE+TOP+20+Mins+To+Putrajaya-87970966.htm
FULL FURNISHED Tamara Residence Presint 8 Putrajaya GROUND FLOOR PARK,RM 1 900 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 9, 14:40",https://www.mudah.my/FULL+FURNISHED+Tamara+Residence+Presint+8+Putrajaya+GROUND+FLOOR+PARK-88391907.htm
Presint 8 Putrajaya | Tamara Residence Condominium LEVEL 4,RM 1 700 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 9, 14:20",https://www.mudah.my/Presint+8+Putrajaya+Tamara+Residence+Condominium+LEVEL+4-88152406.htm
Cheapest Apartment Selasih untuk disewa Putrajaya,RM 1 100 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 9, 13:25",https://www.mudah.my/Cheapest+Apartment+Selasih+untuk+disewa+Putrajaya-88568066.htm
"Pangsapuri Harmoni, Flat Hijau, Presint 9, Putrajaya Hospital Sekolah",RM 1 200 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Putrajaya,"Feb 9, 12:01",https://www.mudah.my/Pangsapuri+Harmoni+Flat+Hijau+Presint+9+Putrajaya+Hospital+Sekolah-88620067.htm
"Best Rent F/Furnish Mutiara Ville Studio, Eclipse, Cyberjaya",RM 1 000 per month,1 Bedroom,1 Bathroom,560 sq.ft.,Putrajaya,"Feb 9, 11:45",https://www.mudah.my/Best+Rent+F+Furnish+Mutiara+Ville+Studio+Eclipse+Cyberjaya-88619737.htm
"Sewa Rumah Milik Sendiri, SKIM SEWA BELI, Putrajaya,",RM 1 200 per month,2 Bedrooms,2 Bathrooms,780 sq.ft.,Putrajaya,"Feb 9, 11:27",https://www.mudah.my/Sewa+Rumah+Milik+Sendiri+SKIM+SEWA+BELI+Putrajaya+-88619124.htm
"Best Rent P/Furnished Mutiara Ville, Eclipse, Solstice, Arc Cyberjaya",RM 1 100 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 9, 10:25",https://www.mudah.my/Best+Rent+P+Furnished+Mutiara+Ville+Eclipse+Solstice+Arc+Cyberjaya-88617630.htm
"Conezion Service Residence Putrajaya, Serdang, Bangi",RM 2 000 per month,3 Bedrooms,2 Bathrooms,986 sq.ft.,Putrajaya,"Feb 9, 10:10",https://www.mudah.my/Conezion+Service+Residence+Putrajaya+Serdang+Bangi-87599466.htm
Astro 1000sqft FURNISH owner pindah tinggal brg depo 1+1,RM 999 per month,2 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 9, 10:09",https://www.mudah.my/Astro+1000sqft+FURNISH+owner+pindah+tinggal+brg+depo+1+1-88617584.htm
Ioi resort putrajaya puteri palma condo,RM 2 500 per month,3 Bedrooms,3 Bathrooms,1500 sq.ft.,Putrajaya,"Feb 9, 08:50",https://www.mudah.my/Ioi+resort+putrajaya+puteri+palma+condo-88616029.htm
[FULLY FURNISHED] Tamara Residence Condo Presint 8 Putrajaya Ayer 8,RM 2 200 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 9, 07:12",https://www.mudah.my/+FULLY+FURNISHED+Tamara+Residence+Condo+Presint+8+Putrajaya+Ayer+8-87409874.htm
Apartment Baru (Balcony) Saderi Sewa Putrajaya,RM 1 200 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Putrajaya,"Feb 9, 01:05",https://www.mudah.my/Apartment+Baru+Balcony+Saderi+Sewa+Putrajaya-88568611.htm
"Putrajaya Presint 15, Dwiputra Residence with kitchen cabinet",RM 1 350 per month,3 Bedrooms,2 Bathrooms,950 sq.ft.,Putrajaya,"Feb 8, 23:40",https://www.mudah.my/Putrajaya+Presint+15+Dwiputra+Residence+with+kitchen+cabinet-88107563.htm
Fully furnished tamara residence putrajaya lake & masjid besi view,RM 2 500 per month,3 Bedrooms,2 Bathrooms,1205 sq.ft.,Putrajaya,"Feb 8, 16:45",https://www.mudah.my/Fully+furnished+tamara+residence+putrajaya+lake+masjid+besi+view-87315284.htm
Apartment Pudina Presint 17,RM 1 400 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 8, 16:35",https://www.mudah.my/Apartment+Pudina+Presint+17-88607136.htm
Fully Furnished Shaftsbury Putrajaya,RM 1 800 per month,2 Bedrooms,2 Bathrooms,950 sq.ft.,Putrajaya,"Feb 8, 15:10",https://www.mudah.my/Fully+Furnished+Shaftsbury+Putrajaya-88605168.htm
DIRECT LINK BRIDGE TO ALAMANDA Shaftsbury Avenue Putrajaya,RM 1 800 per month,1 Bedroom,1 Bathroom,686 sq.ft.,Putrajaya,"Feb 8, 15:10",https://www.mudah.my/DIRECT+LINK+BRIDGE+TO+ALAMANDA+Shaftsbury+Avenue+Putrajaya-88605239.htm
SEGERA: Pangsapuri Putra Harmoni (Flat Hijau) Presint 9: Nego !!!,RM 1 000 per month,3 Bedrooms,2 Bathrooms,800 sq.ft.,Putrajaya,"Feb 8, 13:17",https://www.mudah.my/SEGERA+Pangsapuri+Putra+Harmoni+Flat+Hijau+Presint+9+Nego+-88603279.htm
CORNER BIG UNIT Dwiputra Residence Presint 15 Near Alamanda Putrajaya,RM 2 000 per month,3 Bedrooms,3 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 8, 12:05",https://www.mudah.my/CORNER+BIG+UNIT+Dwiputra+Residence+Presint+15+Near+Alamanda+Putrajaya-84653080.htm
MURAH Pangsapuri Putra Damai Presint 11 Putrajaya,RM 900 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Putrajaya,"Feb 8, 11:20",https://www.mudah.my/MURAH+Pangsapuri+Putra+Damai+Presint+11+Putrajaya-88546759.htm
"Conezion, putrajaya , beside ioi city mall, opposite hospital serdang",RM 1 400 per month,2 Bedrooms,2 Bathrooms,780 sq.ft.,Putrajaya,"Feb 8, 11:08",https://www.mudah.my/Conezion+putrajaya+beside+ioi+city+mall+opposite+hospital+serdang-88600643.htm
"Conezion, putrajaya , beside ioi city mall, opposite hospital serdang",RM 1 900 per month,3 Bedrooms,2 Bathrooms,986 sq.ft.,Putrajaya,"Feb 8, 11:08",https://www.mudah.my/Conezion+putrajaya+beside+ioi+city+mall+opposite+hospital+serdang-88600611.htm
Dwiputra Condo unit with Panaromic View & Fully Furnished (Corner Lot),RM 2 190 per month,4 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 8, 10:20",https://www.mudah.my/Dwiputra+Condo+unit+with+Panaromic+View+Fully+Furnished+Corner+Lot+-86676036.htm
Rumah prima untuk di sewa di presint 11,RM 1 000 per month,3 Bedrooms,2 Bathrooms,800 sq.ft.,Putrajaya,"Feb 8, 09:24",https://www.mudah.my/Rumah+prima+untuk+di+sewa+di+presint+11-88598225.htm
[Condo Specialist] The Clio Residences IOI Resort City Mall Putrajaya,RM 1 300 per month,2 Bedrooms,2 Bathrooms,872 sq.ft.,Putrajaya,"Feb 8, 09:00",https://www.mudah.my/+Condo+Specialist+The+Clio+Residences+IOI+Resort+City+Mall+Putrajaya-60838407.htm
[Fast Viewing] Clio Residences Official Agent Call Now For Appointment,RM 1 700 per month,3 Bedrooms,2 Bathrooms,1410 sq.ft.,Putrajaya,"Feb 8, 08:45",https://www.mudah.my/+Fast+Viewing+Clio+Residences+Official+Agent+Call+Now+For+Appointment-84321189.htm
New Apartment Saderi Persint 16,RM 1 580 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 8, 08:13",https://www.mudah.my/New+Apartment+Saderi+Persint+16-88596681.htm
"[Nampak Tasik, Dekat Pejabat] Apartment Pudina Presint 17 Putrajaya",RM 1 200 per month,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Putrajaya,"Feb 8, 08:10",https://www.mudah.my/+Nampak+Tasik+Dekat+Pejabat+Apartment+Pudina+Presint+17+Putrajaya-88596531.htm
"[FULLY FURNISHED] IOI Conezion Residence Condo, Beside Putrajaya",RM 1 900 per month,2 Bedrooms,2 Bathrooms,890 sq.ft.,Putrajaya,"Feb 8, 08:08",https://www.mudah.my/+FULLY+FURNISHED+IOI+Conezion+Residence+Condo+Beside+Putrajaya-88596622.htm
"[ FULLY FURNISHED STUDIO ] Cambridge Tower, Near Presint 11, IOI mall",RM 999 per month,1 Bedroom,1 Bathroom,450 sq.ft.,Putrajaya,"Feb 7, 19:46",https://www.mudah.my/+FULLY+FURNISHED+STUDIO+Cambridge+Tower+Near+Presint+11+IOI+mall-88591408.htm
"[ 3rooms FULLY FURNISHED ] Harvard Tower, Presint 11, IOI city",RM 899 per month,3 Bedrooms,2 Bathrooms,450 sq.ft.,Putrajaya,"Feb 7, 19:42",https://www.mudah.my/+3rooms+FULLY+FURNISHED+Harvard+Tower+Presint+11+IOI+city-71440489.htm
Puteri Palma Condo IOI Resort Putrajaya,RM 2 000 per month,3 Bedrooms,3 Bathrooms,1654 sq.ft.,Putrajaya,"Feb 7, 13:24",https://www.mudah.my/Puteri+Palma+Condo+IOI+Resort+Putrajaya-88585346.htm
