Title,Types,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url
100% Loan Prestij 3 Apartment Full Furnished & Renovated Balik Pulau,Apartments,RM 314 000,3 Bedrooms,2 Bathrooms,911 sq.ft.,Balik Pulau,"Today, 13:30",https://www.mudah.my/100+Loan+Prestij+3+Apartment+Full+Furnished+Renovated+Balik+Pulau-91754604.htm
PUNCAK ERSKINE 700sf 1Carpark Renovated Sea VIew Unit [RARE UNIT],Apartments,RM 170 000,3 Bedrooms,2 Bathrooms,700 sq.ft.,Tanjong Tokong,"Today, 13:30",https://www.mudah.my/PUNCAK+ERSKINE+700sf+1Carpark+Renovated+Sea+VIew+Unit+RARE+UNIT+-91002137.htm
CHEAPEST MAHSURI SQUARE Ori unit 3Bathroom 2 CP BAYAN BARU/ELIT HEIGHT,Apartments,RM 479 000,3 Bedrooms,3 Bathrooms,1150 sq.ft.,Bayan Baru,"Today, 13:25",https://www.mudah.my/CHEAPEST+MAHSURI+SQUARE+Ori+unit+3Bathroom+2+CP+BAYAN+BARU+ELIT+HEIGHT-91754433.htm
GREAT DEAL MARINOX FULLY Renovation SEAVIEW 2CP TANJONG TOKONG/GURNEY,Apartments,RM 1 200 000,3 Bedrooms,3 Bathrooms,1460 sq.ft.,Tanjong Tokong,"Today, 13:25",https://www.mudah.my/GREAT+DEAL+MARINOX+FULLY+Renovation+SEAVIEW+2CP+TANJONG+TOKONG+GURNEY-91754432.htm
"Fully furnished + renovated | apartment halaman kenanga, sungai dua, p",Apartments,RM 240 000,2 Bedrooms,1 Bathroom,680 sq.ft.,Sungai Dua,"Today, 13:01",https://www.mudah.my/Fully+furnished+renovated+apartment+halaman+kenanga+sungai+dua+p-91680216.htm
Leader Garden Condominium,Apartments,RM 1 700 000,7 Bedrooms,5 Bathrooms,3400 sq.ft.,Tanjung Bungah,"Today, 12:54",https://www.mudah.my/Leader+Garden+Condominium-87212872.htm
"The Tamarind, Penang",Apartments,RM 8 444 000,3 Bedrooms,2 Bathrooms,1047 sq.ft.,Tanjong Tokong,"Today, 12:30",https://www.mudah.my/The+Tamarind+Penang-91753766.htm
The Spring Seaview High Floor Karpal Singh,Apartments,RM 525 000,3 Bedrooms,2 Bathrooms,925 sq.ft.,Jelutong,"Today, 12:20",https://www.mudah.my/The+Spring+Seaview+High+Floor+Karpal+Singh-90788666.htm
CHEAPEST The Spring Low Floor 2 carparlk,Apartments,RM 488 000,3 Bedrooms,2 Bathrooms,925 sq.ft.,Jelutong,"Today, 12:20",https://www.mudah.my/CHEAPEST+The+Spring+Low+Floor+2+carparlk-90788784.htm
Elit Heights at Bayan Baru nr Spice Arena - Airport - Pantai Hospital,Apartments,RM 880 000,5 Bedrooms,2 Bathrooms,1736 sq.ft.,Bayan Baru,"Today, 12:09",https://www.mudah.my/Elit+Heights+at+Bayan+Baru+nr+Spice+Arena+Airport+Pantai+Hospital-76676459.htm
"QUAYSIDE at Seri Tanjung Pinang, Fully Furnished",Apartments,RM 1 550 000,2 Bedrooms,3 Bathrooms,2000 sq.ft.,Tanjong Tokong,"Today, 11:50",https://www.mudah.my/QUAYSIDE+at+Seri+Tanjung+Pinang+Fully+Furnished-91612973.htm
Desa Permata Apartment Aquamarine Block 7 master room have toilet,Apartments,RM 320 000,3 Bedrooms,2 Bathrooms,700 sq.ft.,Ayer Itam,"Today, 11:50",https://www.mudah.my/Desa+Permata+Apartment+Aquamarine+Block+7+master+room+have+toilet-89369064.htm
Gold coast central block with two years tenancy,Apartments,RM 850 000,3 Bedrooms,2 Bathrooms,1711 sq.ft.,Bayan Lepas,"Today, 11:02",https://www.mudah.my/Gold+coast+central+block+with+two+years+tenancy-91752505.htm
Putra place condo 2 car park bayan lepas quensbay nice unit,Apartments,RM 495 000,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Bayan Lepas,"Today, 10:55",https://www.mudah.my/Putra+place+condo+2+car+park+bayan+lepas+quensbay+nice+unit-91752272.htm
Reflections Condo For Sale - High Floor,Apartments,RM 650 000,3 Bedrooms,2 Bathrooms,1260 sq.ft.,Bayan Lepas,"Today, 10:50",https://www.mudah.my/Reflections+Condo+For+Sale+High+Floor-71964461.htm
Havana Beach residence,Apartments,RM 393 000,3 Bedrooms,2 Bathrooms,900 sq.ft.,Bayan Lepas,"Today, 10:50",https://www.mudah.my/Havana+Beach+residence-91677408.htm
Queen Residence,Apartments,RM 750 000,2 Bedrooms,2 Bathrooms,950 sq.ft.,Bayan Lepas,"Today, 10:45",https://www.mudah.my/Queen+Residence-91677306.htm
Apartment Erskine Third floor,Apartments,RM 260 000,3 Bedrooms,2 Bathrooms,650 sq.ft.,Tanjong Tokong,"Today, 10:25",https://www.mudah.my/Apartment+Erskine+Third+floor-91165389.htm
Quaywest residence,Apartments,RM 836 000,4 Bedrooms,4 Bathrooms,1470 sq.ft.,Bayan Lepas,"Today, 10:25",https://www.mudah.my/Quaywest+residence-90679833.htm
Imperial grande sungai ara,Apartments,RM 488 510,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Bayan Lepas,"Today, 10:25",https://www.mudah.my/Imperial+grande+sungai+ara-90679640.htm
One World 1,Apartments,RM 495 000,3 Bedrooms,2 Bathrooms,1370 sq.ft.,Bayan Lepas,"Today, 10:19",https://www.mudah.my/One+World+1-90913591.htm
ARTES ARTE S 1353SF 2CP Brand New Unit CHEAP BUKIT GAMBIER GELUGOR USM,Apartments,RM 630 000,3 Bedrooms,2 Bathrooms,1353 sq.ft.,Gelugor,"Today, 10:10",https://www.mudah.my/ARTES+ARTE+S+1353SF+2CP+Brand+New+Unit+CHEAP+BUKIT+GAMBIER+GELUGOR+USM-91751589.htm
ARTES ARTE S 1314SF 2CP FullRenoFurnish HILL VIEW GELUGOR USM CHEAPEST,Apartments,RM 700 000,3 Bedrooms,2 Bathrooms,1314 sq.ft.,Gelugor,"Today, 10:10",https://www.mudah.my/ARTES+ARTE+S+1314SF+2CP+FullRenoFurnish+HILL+VIEW+GELUGOR+USM+CHEAPEST-91751572.htm
STARHILL LUXURY RESIDENCE CONDO 900SF 1CP Basic Reno GELUGOR CHEAPEST,Apartments,RM 570 000,3 Bedrooms,2 Bathrooms,900 sq.ft.,Gelugor,"Today, 09:45",https://www.mudah.my/STARHILL+LUXURY+RESIDENCE+CONDO+900SF+1CP+Basic+Reno+GELUGOR+CHEAPEST-91751238.htm
IMPERIAL RESIDENCE 1100SF 2CP FullyRenoFurnish City View BEST BUY UNIT,Apartments,RM 560 000,3 Bedrooms,2 Bathrooms,1100 sq.ft.,Sungai Ara,"Today, 09:45",https://www.mudah.my/IMPERIAL+RESIDENCE+1100SF+2CP+FullyRenoFurnish+City+View+BEST+BUY+UNIT-91751227.htm
IMPERIAL RESIDENCE 1200SF 2CP City View SUNGAI ARA RELAU VARIOUS UNITS,Apartments,RM 530 000,3 Bedrooms,2 Bathrooms,1200 sq.ft.,Sungai Ara,"Today, 09:45",https://www.mudah.my/IMPERIAL+RESIDENCE+1200SF+2CP+City+View+SUNGAI+ARA+RELAU+VARIOUS+UNITS-91751225.htm
IMPERIAL RESIDENCE 1100SF 6CarPark BasicReno SUNGAI ARA RELAU WORTHBUY,Apartments,RM 565 000,3 Bedrooms,2 Bathrooms,1100 sq.ft.,Sungai Ara,"Today, 09:45",https://www.mudah.my/IMPERIAL+RESIDENCE+1100SF+6CarPark+BasicReno+SUNGAI+ARA+RELAU+WORTHBUY-91751223.htm
Seaview COD CITY OF DREAM SUPER CONDO 1185sf F/RENO Tanjong Tokong,Apartments,RM 1 800 000,3 Bedrooms,2 Bathrooms,1185 sq.ft.,Tanjong Tokong,"Today, 09:44",https://www.mudah.my/Seaview+COD+CITY+OF+DREAM+SUPER+CONDO+1185sf+F+RENO+Tanjong+Tokong-91751398.htm
CORNER Solaria Residence 1150SF F/FURNISH Bayan Lepas,Apartments,RM 638 000,3 Bedrooms,2 Bathrooms,1150 sq.ft.,Bayan Lepas,"Today, 09:43",https://www.mudah.my/CORNER+Solaria+Residence+1150SF+F+FURNISH+Bayan+Lepas-91751380.htm
IMPERIAL RESIDENCE 1100SF 2CP Pool View SUNGAI ARA RELAU WORTHBUY,Apartments,RM 530 000,3 Bedrooms,2 Bathrooms,1100 sq.ft.,Sungai Ara,"Today, 09:30",https://www.mudah.my/IMPERIAL+RESIDENCE+1100SF+2CP+Pool+View+SUNGAI+ARA+RELAU+WORTHBUY-91751060.htm
IMPERIAL RESIDENCE 1109SF 4CarPark NEW Unit WORTHBUY RELAU SUNGAI ARA,Apartments,RM 538 000,3 Bedrooms,2 Bathrooms,1109 sq.ft.,Sungai Ara,"Today, 09:30",https://www.mudah.my/IMPERIAL+RESIDENCE+1109SF+4CarPark+NEW+Unit+WORTHBUY+RELAU+SUNGAI+ARA-91751053.htm
Flat jelutong indah,Apartments,RM 240 000,3 Bedrooms,2 Bathrooms,650 sq.ft.,Jelutong,"Today, 09:08",https://www.mudah.my/Flat+jelutong+indah-91750911.htm
For sale: tanjung court,Apartments,RM 330 000,3 Bedrooms,2 Bathrooms,800 sq.ft.,Ayer Itam,"Today, 08:45",https://www.mudah.my/For+sale+tanjung+court-91750618.htm
"Prominence Condo at Bandar Perda [Low Price] 2 Car Park, Bm, Pual Jaya",Apartments,RM 420 000,3 Bedrooms,2 Bathrooms,1174 sq.ft.,Bandar Perda,"Today, 08:26",https://www.mudah.my/Prominence+Condo+at+Bandar+Perda+Low+Price+2+Car+Park+Bm+Pual+Jaya-91750541.htm
Puncak Terubong Highfloor,Apartments,RM 248 000,3 Bedrooms,2 Bathrooms,646 sq.ft.,Ayer Itam,"Today, 05:05",https://www.mudah.my/Puncak+Terubong+Highfloor-91526487.htm
"Desa Penaga Block 61, middle floor at Jelutong, Batu Lanchang for sale",Apartments,RM 370 000,3 Bedrooms,2 Bathrooms,700 sq.ft.,Jelutong,"Today, 02:01",https://www.mudah.my/Desa+Penaga+Block+61+middle+floor+at+Jelutong+Batu+Lanchang+for+sale-90698899.htm
ARTE S ARTES 1294SF 2CP FullRenoFurnish GELUGOR USM BUKIT GAMBIER NICE,Apartments,RM 750 000,3 Bedrooms,2 Bathrooms,1294 sq.ft.,Gelugor,"Today, 01:55",https://www.mudah.my/ARTE+S+ARTES+1294SF+2CP+FullRenoFurnish+GELUGOR+USM+BUKIT+GAMBIER+NICE-91389850.htm
ARTE S ARTES 1400SF 2CP Tastefully Reno Furnish HILL VIEW GELUGOR USM,Apartments,RM 730 000,3 Bedrooms,2 Bathrooms,1400 sq.ft.,Gelugor,"Today, 01:55",https://www.mudah.my/ARTE+S+ARTES+1400SF+2CP+Tastefully+Reno+Furnish+HILL+VIEW+GELUGOR+USM-90627573.htm
ARTES ARTE S 1314SF 2CP BasicReno HighFloor 0%DownPayment GELUGOR USM,Apartments,RM 650 000,3 Bedrooms,2 Bathrooms,1314 sq.ft.,Gelugor,"Today, 01:55",https://www.mudah.my/ARTES+ARTE+S+1314SF+2CP+BasicReno+HighFloor+0+DownPayment+GELUGOR+USM-90615518.htm
ARTES ARTE S 1314SF 2CP FullyReno Furnished GELUGOR USM CHEAPEST HERE,Apartments,RM 720 000,3 Bedrooms,2 Bathrooms,1314 sq.ft.,Gelugor,"Today, 01:55",https://www.mudah.my/ARTES+ARTE+S+1314SF+2CP+FullyReno+Furnished+GELUGOR+USM+CHEAPEST+HERE-90615061.htm
THE VIEW Batu Uban Gelugor Nr N Park Low Density Penang,Apartments,RM 830 000,4 Bedrooms,3 Bathrooms,2088 sq.ft.,Gelugor,"Today, 01:49",https://www.mudah.my/THE+VIEW+Batu+Uban+Gelugor+Nr+N+Park+Low+Density+Penang-91749913.htm
"THE VIEW, 3 unit per floor Low density Gelugor nr Batu Uban Penang",Apartments,RM 900 000,4 Bedrooms,3 Bathrooms,2088 sq.ft.,Gelugor,"Today, 01:49",https://www.mudah.my/THE+VIEW+3+unit+per+floor+Low+density+Gelugor+nr+Batu+Uban+Penang-91749912.htm
{Worth Buy} MIRA Residence Tanjung Bungah Tanjong Tokong Penang,Apartments,RM 1 300 000,3 Bedrooms,2 Bathrooms,1352 sq.ft.,Tanjung Bungah,"Today, 01:49",https://www.mudah.my/+Worth+Buy+MIRA+Residence+Tanjung+Bungah+Tanjong+Tokong+Penang-91749911.htm
{High Demand} N-Park at Batu Uban Gelugor Near Queensbay Penang,Apartments,RM 315 000,3 Bedrooms,2 Bathrooms,800 sq.ft.,Batu Uban,"Today, 01:49",https://www.mudah.my/+High+Demand+N+Park+at+Batu+Uban+Gelugor+Near+Queensbay+Penang-91749910.htm
{Nice View}STARHILL Bukit Gambier USM Gelugor Penang,Apartments,RM 570 000,3 Bedrooms,2 Bathrooms,900 sq.ft.,Gelugor,"Today, 01:49",https://www.mudah.my/+Nice+View+STARHILL+Bukit+Gambier+USM+Gelugor+Penang-91749909.htm
Relau Intan Apartment for Sales,Apartments,RM 225 000,3 Bedrooms,2 Bathrooms,700 sq.ft.,Bayan Lepas,"Today, 01:30",https://www.mudah.my/Relau+Intan+Apartment+for+Sales-91749816.htm
The Oasis 1040sf Tower A Nice RENO Move In Condition Gelugor,Apartments,RM 540 000,3 Bedrooms,2 Bathrooms,1040 sq.ft.,Gelugor,"Today, 01:25",https://www.mudah.my/The+Oasis+1040sf+Tower+A+Nice+RENO+Move+In+Condition+Gelugor-90546518.htm
[CORNER UNIT] DESA PERMAI INDAH | 970sf | RENOVATED 1 FIX CARPARK DUA,Apartments,RM 405 000,3 Bedrooms,2 Bathrooms,970 sq.ft.,Sungai Dua,"Today, 01:10",https://www.mudah.my/+CORNER+UNIT+DESA+PERMAI+INDAH+970sf+RENOVATED+1+FIX+CARPARK+DUA-91749757.htm
[LAST SEAVIEW UNIT] 1 ONE WORLD | 1260sf | ORIGINAL UNIT Bayan Baru,Apartments,RM 600 000,3 Bedrooms,2 Bathrooms,1260 sq.ft.,Bayan Lepas,"Today, 01:05",https://www.mudah.my/+LAST+SEAVIEW+UNIT+1+ONE+WORLD+1260sf+ORIGINAL+UNIT+Bayan+Baru-91749721.htm
[SEAVIEW & 2 CAPRARKS] MUTIARA HEIGHT | 800sf | FULLY RENO Jelutong,Apartments,RM 349 000,3 Bedrooms,2 Bathrooms,800 sq.ft.,Jelutong,"Today, 01:04",https://www.mudah.my/+SEAVIEW+2+CAPRARKS+MUTIARA+HEIGHT+800sf+FULLY+RENO+Jelutong-91749780.htm
Taman desa relau 2,Apartments,RM 265 000,3 Bedrooms,2 Bathrooms,700 sq.ft.,Bayan Lepas,"Today, 00:30",https://www.mudah.my/Taman+desa+relau+2-91749565.htm
Regency Heights Renovated Condo Sungai Ara,Apartments,RM 560 000,3 Bedrooms,2 Bathrooms,1258 sq.ft.,Sungai Ara,"Today, 00:25",https://www.mudah.my/Regency+Heights+Renovated+Condo+Sungai+Ara-91749545.htm
The SHOREFRONT Residence private garden 2235sqft partially furniture,Apartments,RM 2 200 000,3 Bedrooms,3 Bathrooms,2235 sq.ft.,Georgetown,"Today, 00:23",https://www.mudah.my/The+SHOREFRONT+Residence+private+garden+2235sqft+partially+furniture-83944984.htm
Specialist SENIOR negotiator in SHOREFRONT 1410sqft SEA VIEW nice unit,Apartments,RM 2 500 000,3 Bedrooms,4 Bathrooms,1410 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/Specialist+SENIOR+negotiator+in+SHOREFRONT+1410sqft+SEA+VIEW+nice+unit-83771910.htm
The SHOREFRONT residence 2235sqft PRIVATE garden UNIT FURNITURE,Apartments,RM 2 200 000,3 Bedrooms,4 Bathrooms,2235 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+SHOREFRONT+residence+2235sqft+PRIVATE+garden+UNIT+FURNITURE-83794250.htm
The shorefront residence 1410sqft NICE SEA VIEW unit RARE in MARKET,Apartments,RM 2 500 000,3 Bedrooms,4 Bathrooms,1410 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+shorefront+residence+1410sqft+NICE+SEA+VIEW+unit+RARE+in+MARKET-83863112.htm
The SHOREFRONT Residence Seaview unit fully reno/funiture 2602sqft,Apartments,RM 2 750 000,3 Bedrooms,4 Bathrooms,2602 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+SHOREFRONT+Residence+Seaview+unit+fully+reno+funiture+2602sqft-83946243.htm
SKY TERRACE 3109sqft shorefront unesco HERITAGE school VIEW,Apartments,RM 3 600 000,3 Bedrooms,5 Bathrooms,3109 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/SKY+TERRACE+3109sqft+shorefront+unesco+HERITAGE+school+VIEW-83794089.htm
The Shorefront Residence FULLY RENOVATED &FURNISHED top condition unit,Apartments,RM 2 500 000,3 Bedrooms,4 Bathrooms,1732 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+Shorefront+Residence+FULLY+RENOVATED+FURNISHED+top+condition+unit-84889414.htm
The Shorefront Residence FULLY FURNITURE top condition unit,Apartments,RM 2 500 000,3 Bedrooms,4 Bathrooms,1732 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+Shorefront+Residence+FULLY+FURNITURE+top+condition+unit-85004761.htm
The shorefront residence 2235sqft 3 CAR PARK unit NEAR SEA SIDE unit,Apartments,RM 2 200 000,3 Bedrooms,4 Bathrooms,2235 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+shorefront+residence+2235sqft+3+CAR+PARK+unit+NEAR+SEA+SIDE+unit-85004769.htm
The shorefront residence 3033sqft SEA VIEW LIMITED unit RARE IN MARKET,Apartments,RM 3 000 000,3 Bedrooms,5 Bathrooms,3033 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+shorefront+residence+3033sqft+SEA+VIEW+LIMITED+unit+RARE+IN+MARKET-84005899.htm
The SHOREFRONT Residence rooftop duplex unit sky terrace nice unit,Apartments,RM 3 600 000,3 Bedrooms,4 Bathrooms,3109 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+SHOREFRONT+Residence+rooftop+duplex+unit+sky+terrace+nice+unit-83946613.htm
The Shorefront Residence FULLY RENO & FURNISHED SEA VIEW top condition,Apartments,RM 3 200 000,3 Bedrooms,4 Bathrooms,2602 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+Shorefront+Residence+FULLY+RENO+FURNISHED+SEA+VIEW+top+condition-85454717.htm
LAST UNIT left UNIT 1 SUPER SEA view SHOREFRONT 3031sqft,Apartments,RM 3 600 000,3 Bedrooms,4 Bathrooms,3031 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/LAST+UNIT+left+UNIT+1+SUPER+SEA+view+SHOREFRONT+3031sqft-83794246.htm
The shorefront residence 1715sqft SQUARE LAYOUT nig LIVING HALL,Apartments,RM 2 200 000,3 Bedrooms,5 Bathrooms,1715 sq.ft.,Georgetown,"Today, 00:22",https://www.mudah.my/The+shorefront+residence+1715sqft+SQUARE+LAYOUT+nig+LIVING+HALL-84154921.htm
Serina Bay | 900sqft | 2 Car Park | Jelutong,Apartments,RM 363 013,3 Bedrooms,2 Bathrooms,900 sq.ft.,Jelutong,"Yesterday, 23:55",https://www.mudah.my/Serina+Bay+900sqft+2+Car+Park+Jelutong-91749279.htm
Idaman Seroja | 650sqft | Fully Furnished | Sungai Ara,Apartments,RM 230 013,3 Bedrooms,1 Bathroom,650 sq.ft.,Sungai Ara,"Yesterday, 23:55",https://www.mudah.my/Idaman+Seroja+650sqft+Fully+Furnished+Sungai+Ara-91749278.htm
Setia Pinnacle | 1515sqft | Hill View | Fully Furnished | Sungai Ara,Apartments,RM 750 013,4 Bedrooms,2 Bathrooms,1515 sq.ft.,Sungai Ara,"Yesterday, 23:55",https://www.mudah.my/Setia+Pinnacle+1515sqft+Hill+View+Fully+Furnished+Sungai+Ara-91749287.htm
One sky | 1425sqft | Freehold | Front Back Car park | Bayan Baru,Apartments,RM 560 013,3 Bedrooms,2 Bathrooms,1425 sq.ft.,Bayan Baru,"Yesterday, 23:55",https://www.mudah.my/One+sky+1425sqft+Freehold+Front+Back+Car+park+Bayan+Baru-91749286.htm
The Spring | 925sqft | Sea View | Middle Floor | Jelutong,Apartments,RM 525 013,3 Bedrooms,2 Bathrooms,925 sq.ft.,Jelutong,"Yesterday, 23:55",https://www.mudah.my/The+Spring+925sqft+Sea+View+Middle+Floor+Jelutong-91749284.htm
Damai Vista | 700sqft | Fully Furnished | Jelutong,Apartments,RM 430 013,3 Bedrooms,2 Bathrooms,700 sq.ft.,Jelutong,"Yesterday, 23:55",https://www.mudah.my/Damai+Vista+700sqft+Fully+Furnished+Jelutong-91749283.htm
The Peak | 1000sqft | Fully Furnished | Tanjung Tokong,Apartments,RM 530 013,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Tanjong Tokong,"Yesterday, 23:55",https://www.mudah.my/The+Peak+1000sqft+Fully+Furnished+Tanjung+Tokong-91749282.htm
