Title,Types,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url
Cheapest Double Storey Terrace House Seksyen 7 Shah Alam,Houses,RM 680 000,4 Bedrooms,3 Bathrooms,1700 sq.ft.,Shah Alam,"Today, 12:15",https://www.mudah.my/Cheapest+Double+Storey+Terrace+House+Seksyen+7+Shah+Alam-90988791.htm
"2 storey link house, Intermediate unit, Taman Puncak Kinrara, Puchong",Houses,RM 728 000,4 Bedrooms,3 Bathrooms,1600 sq.ft.,Puchong,"Today, 12:15",https://www.mudah.my/2+storey+link+house+Intermediate+unit+Taman+Puncak+Kinrara+Puchong-90744478.htm
2.5 Storey House at U10 Bandar Nusa Rhu Seksyen U10/36 Shah Alam,Houses,RM 600 000,4 Bedrooms,4 Bathrooms,2400 sq.ft.,Shah Alam,"Today, 12:15",https://www.mudah.my/2+5+Storey+House+at+U10+Bandar+Nusa+Rhu+Seksyen+U10+36+Shah+Alam-89797246.htm
"2 Storey Terrace Taman Subang Murni, U5, Shah Alam",Houses,RM 590 000,4 Bedrooms,3 Bathrooms,1825 sq.ft.,Shah Alam,"Today, 12:10",https://www.mudah.my/2+Storey+Terrace+Taman+Subang+Murni+U5+Shah+Alam-91830385.htm
Double storey terrace house hillpark puncak alam phase pines,Houses,RM 470 000,4 Bedrooms,3 Bathrooms,1484 sq.ft.,Puncak Alam,"Today, 12:10",https://www.mudah.my/Double+storey+terrace+house+hillpark+puncak+alam+phase+pines-91830377.htm
Irama Perdana Puncak Alam Double Storey,Houses,RM 438 000,4 Bedrooms,3 Bathrooms,1200 sq.ft.,Puncak Alam,"Today, 12:10",https://www.mudah.my/Irama+Perdana+Puncak+Alam+Double+Storey-91830375.htm
"SS19, Subang Jaya, 2 Storey Terrace Intermediate Renovated",Houses,RM 450 000,2 Bedrooms,2 Bathrooms,720 sq.ft.,Subang Jaya,"Today, 12:10",https://www.mudah.my/SS19+Subang+Jaya+2+Storey+Terrace+Intermediate+Renovated-91830407.htm
Double storey semi d house bandar kinrara 6 puchong for sale,Houses,RM 1 850 000,6 Bedrooms,5 Bathrooms,3200 sq.ft.,Puchong,"Today, 12:10",https://www.mudah.my/Double+storey+semi+d+house+bandar+kinrara+6+puchong+for+sale-91812191.htm
2 1/2 Storey Semi-D,Houses,RM 1 550 000,6 Bedrooms,5 Bathrooms,3000 sq.ft.,Klang,"Today, 12:10",https://www.mudah.my/2+1+2+Storey+Semi+D-91682846.htm
Below market double storey puchong perdana for sale Zero Downpayment,Houses,RM 390 000,4 Bedrooms,2 Bathrooms,1170 sq.ft.,Puchong,"Today, 12:10",https://www.mudah.my/Below+market+double+storey+puchong+perdana+for+sale+Zero+Downpayment-91304053.htm
New double storey semi d corner lot telok panglima garang,Houses,RM 730 000,4 Bedrooms,3 Bathrooms,2650 sq.ft.,Telok Panglima Garang,"Today, 12:09",https://www.mudah.my/New+double+storey+semi+d+corner+lot+telok+panglima+garang-91830671.htm
"FREEHOLD 20x70 sqft 2 Sty Terrace Elmina West, Elmina Valley",Houses,RM 700 000,4 Bedrooms,4 Bathrooms,2001 sq.ft.,Denai Alam,"Today, 12:09",https://www.mudah.my/FREEHOLD+20x70+sqft+2+Sty+Terrace+Elmina+West+Elmina+Valley-91830655.htm
Leasehold Fully furnished BUNGALOW SEKSYEN 13 SHAH ALAM,Houses,RM 2 700 000,5 Bedrooms,5 Bathrooms,4800 sq.ft.,Shah Alam,"Today, 12:07",https://www.mudah.my/Leasehold+Fully+furnished+BUNGALOW+SEKSYEN+13+SHAH+ALAM-91830638.htm
(BRAND NEW/ FURNISHED) 2 Storey Teres House Idaman Warisan Puncak Alam,Houses,RM 450 000,4 Bedrooms,3 Bathrooms,1250 sq.ft.,Puncak Alam,"Today, 12:06",https://www.mudah.my/+BRAND+NEW+FURNISHED+2+Storey+Teres+House+Idaman+Warisan+Puncak+Alam-91830613.htm
[*Full Reno *Corner] Double 2 Storey BUNGALOW Bandar Kinrara Puchong,Houses,RM 6 000 000,6 Bedrooms,7 Bathrooms,12535 sq.ft.,Bandar Kinrara,"Today, 12:05",https://www.mudah.my/+Full+Reno+Corner+Double+2+Storey+BUNGALOW+Bandar+Kinrara+Puchong-90559442.htm
"[End Lot Extra Land] Elmina Green 2Sty Brand New unit, Denai Alam",Houses,RM 870 000,4 Bedrooms,3 Bathrooms,2203 sq.ft.,Denai Alam,"Today, 12:05",https://www.mudah.my/+End+Lot+Extra+Land+Elmina+Green+2Sty+Brand+New+unit+Denai+Alam-91830587.htm
(SIAP)Developer Unit/Gated Bersebelahan Bandar Rimbayu/Kota Kemuning,Houses,RM 458 000,4 Bedrooms,3 Bathrooms,1520 sq.ft.,Shah Alam,"Today, 12:05",https://www.mudah.my/+SIAP+Developer+Unit+Gated+Bersebelahan+Bandar+Rimbayu+Kota+Kemuning-91640239.htm
(COMPLETED) Kota Warisan Sepang KLIA Teres 2 Tingkat,Houses,RM 422 000,4 Bedrooms,3 Bathrooms,1822 sq.ft.,Cyberjaya,"Today, 12:05",https://www.mudah.my/+COMPLETED+Kota+Warisan+Sepang+KLIA+Teres+2+Tingkat-86107230.htm
Single Storey Bandar Kinrara Puchong [Freehold Open/Fully Renovation],Houses,RM 405 000,2 Bedrooms,1 Bathroom,1080 sq.ft.,Bandar Kinrara,"Today, 12:05",https://www.mudah.my/Single+Storey+Bandar+Kinrara+Puchong+Freehold+Open+Fully+Renovation+-91830363.htm
END LOT EXTRA LAND Single Storey Taman Lestari Permai Seri Kembangan,Houses,RM 530 000,4 Bedrooms,2 Bathrooms,2100 sq.ft.,Seri Kembangan,"Today, 12:05",https://www.mudah.my/END+LOT+EXTRA+LAND+Single+Storey+Taman+Lestari+Permai+Seri+Kembangan-91830361.htm
Double Storey Semi D Saujana Utama 2 Sungai Buloh [Low Deposit/Basic],Houses,RM 440 000,3 Bedrooms,3 Bathrooms,1500 sq.ft.,Saujana Utama,"Today, 12:05",https://www.mudah.my/Double+Storey+Semi+D+Saujana+Utama+2+Sungai+Buloh+Low+Deposit+Basic+-91830360.htm
Double Storey Taman Mutiara Bukit Kemuning Shah Alam [Freehold Open],Houses,RM 550 000,4 Bedrooms,3 Bathrooms,1400 sq.ft.,Kota Kemuning,"Today, 12:05",https://www.mudah.my/Double+Storey+Taman+Mutiara+Bukit+Kemuning+Shah+Alam+Freehold+Open+-91830359.htm
Double Storey Taman Kinrara Seksyen 4 Sunway Kinrara Puchong [NonBumi],Houses,RM 750 000,4 Bedrooms,3 Bathrooms,1300 sq.ft.,Bandar Kinrara,"Today, 12:05",https://www.mudah.my/Double+Storey+Taman+Kinrara+Seksyen+4+Sunway+Kinrara+Puchong+NonBumi+-91830358.htm
[ENDLOT 2600sqft]RENO Double Storey Taman Pelangi Semenyih[5R3B],Houses,RM 550 000,5 Bedrooms,3 Bathrooms,2600 sq.ft.,Semenyih,"Today, 12:05",https://www.mudah.my/+ENDLOT+2600sqft+RENO+Double+Storey+Taman+Pelangi+Semenyih+5R3B+-91830313.htm
Negotiable corner lot double storey bandar puncak alam,Houses,RM 669 000,5 Bedrooms,3 Bathrooms,3992 sq.ft.,Puncak Alam,"Today, 12:05",https://www.mudah.my/Negotiable+corner+lot+double+storey+bandar+puncak+alam-91620614.htm
Corner lot double storey terrace irama perdana puncak alam,Houses,RM 690 000,4 Bedrooms,3 Bathrooms,1320 sq.ft.,Puncak Alam,"Today, 12:05",https://www.mudah.my/Corner+lot+double+storey+terrace+irama+perdana+puncak+alam-91153350.htm
MCO Promo RM300 Dapat Rumah Double Storey Di Klang Meru Kapar,Houses,RM 359 000,4 Bedrooms,3 Bathrooms,1551 sq.ft.,Klang,"Today, 12:05",https://www.mudah.my/MCO+Promo+RM300+Dapat+Rumah+Double+Storey+Di+Klang+Meru+Kapar-90373056.htm
[ 100% Loan ] RUMAH TERES MURAH 2 Tingkat Bdr Rinching Semenyih,Houses,RM 300 000,3 Bedrooms,2 Bathrooms,960 sq.ft.,Semenyih,"Today, 12:05",https://www.mudah.my/+100+Loan+RUMAH+TERES+MURAH+2+Tingkat+Bdr+Rinching+Semenyih-90081338.htm
Klang Tepi Sungai 1sty 20*80 Bare unit for Sales Good Investment,Houses,RM 388 000,4 Bedrooms,2 Bathrooms,1600 sq.ft.,Klang,"Today, 12:05",https://www.mudah.my/Klang+Tepi+Sungai+1sty+20+80+Bare+unit+for+Sales+Good+Investment-91830326.htm
[BARU] FREEHOLD Di Shah Alam Seksyen 30 Jalan Kebun Kota Kemuning J2,Houses,RM 508 000,4 Bedrooms,4 Bathrooms,1793 sq.ft.,Shah Alam,"Today, 12:05",https://www.mudah.my/+BARU+FREEHOLD+Di+Shah+Alam+Seksyen+30+Jalan+Kebun+Kota+Kemuning+J2-91556352.htm
"Double Storey House Ss12, Wangsa Baiduri, Subang Jaya USJ BELOW MV",Houses,RM 775 000,4 Bedrooms,3 Bathrooms,1827 sq.ft.,Subang Jaya,"Today, 12:04",https://www.mudah.my/Double+Storey+House+Ss12+Wangsa+Baiduri+Subang+Jaya+USJ+BELOW+MV-90114360.htm
Pricr Drop 22*65 2sty freehold Kampung Jawa Taman Mewah Jaya for sales,Houses,RM 480 000,4 Bedrooms,3 Bathrooms,1430 sq.ft.,Klang,"Today, 12:03",https://www.mudah.my/Pricr+Drop+22+65+2sty+freehold+Kampung+Jawa+Taman+Mewah+Jaya+for+sales-91830562.htm
Double Storey Kerongsang,Houses,RM 565 000,4 Bedrooms,4 Bathrooms,1650 sq.ft.,Klang,"Today, 12:03",https://www.mudah.my/Double+Storey+Kerongsang-91830550.htm
"11,614 sqft 2 Sty BUNGALOW Sek 9, Bandar Bukit Mahkota",Houses,RM 1 700 000,7 Bedrooms,7 Bathrooms,11614 sq.ft.,Bangi,"Today, 12:03",https://www.mudah.my/11+614+sqft+2+Sty+BUNGALOW+Sek+9+Bandar+Bukit+Mahkota-91830548.htm
FREE IPAD | Double Storey Oleander Bandar Seri Coalfields Sungai Buloh,Houses,RM 560 000,4 Bedrooms,4 Bathrooms,2423 sq.ft.,Sungai Buloh,"Today, 12:00",https://www.mudah.my/FREE+IPAD+Double+Storey+Oleander+Bandar+Seri+Coalfields+Sungai+Buloh-91711917.htm
"2.5 Semi D, Pandan Prima, Ampang near TESCO [REDUCED FROM 1.8M]",Houses,RM 1 430 000,5 Bedrooms,4 Bathrooms,2600 sq.ft.,Ampang,"Today, 12:00",https://www.mudah.my/2+5+Semi+D+Pandan+Prima+Ampang+near+TESCO+REDUCED+FROM+1+8M+-88269589.htm
FREE SMART TV | 2 Storey Terrace Taman Perindustrian UEP Subang Jaya,Houses,RM 560 000,4 Bedrooms,3 Bathrooms,1400 sq.ft.,Subang Jaya,"Today, 12:00",https://www.mudah.my/FREE+SMART+TV+2+Storey+Terrace+Taman+Perindustrian+UEP+Subang+Jaya-85752845.htm
FULLY RENO + BERBALOI > 2sty PRIMA SAUJANA puncak impian ttdi semanja,Houses,RM 565 000,4 Bedrooms,3 Bathrooms,1400 sq.ft.,Kajang,"Today, 12:00",https://www.mudah.my/FULLY+RENO+BERBALOI+2sty+PRIMA+SAUJANA+puncak+impian+ttdi+semanja-91795564.htm
GROUND FLOOR > Tropicana Heights Ridgefield Townhouse Fairfield Nadayu,Houses,RM 699 000,4 Bedrooms,4 Bathrooms,2125 sq.ft.,Kajang,"Today, 12:00",https://www.mudah.my/GROUND+FLOOR+Tropicana+Heights+Ridgefield+Townhouse+Fairfield+Nadayu-91793902.htm
SEMI D >2sty HILLVIEW Hill view bandar teknologi hillpark kajang house,Houses,RM 838 000,5 Bedrooms,4 Bathrooms,3200 sq.ft.,Kajang,"Today, 12:00",https://www.mudah.my/SEMI+D+2sty+HILLVIEW+Hill+view+bandar+teknologi+hillpark+kajang+house-91787590.htm
[OMG!! Gaji 3600 get big House]Bungalow Concept Freehold in Semenyih,Houses,RM 386 000,4 Bedrooms,4 Bathrooms,3579 sq.ft.,Semenyih,"Today, 12:00",https://www.mudah.my/+OMG+Gaji+3600+get+big+House+Bungalow+Concept+Freehold+in+Semenyih-91317452.htm
(FULLY RENOVATED) Single Storey JALAN KEBUN SHAH ALAM,Houses,RM 400 000,4 Bedrooms,2 Bathrooms,1400 sq.ft.,Shah Alam,"Today, 12:00",https://www.mudah.my/+FULLY+RENOVATED+Single+Storey+JALAN+KEBUN+SHAH+ALAM-91781450.htm
"Double Storey Sri Damai Garden Terrace, Bukit Rimau, Shah Alam",Houses,RM 850 000,4 Bedrooms,3 Bathrooms,1600 sq.ft.,Kota Kemuning,"Today, 12:00",https://www.mudah.my/Double+Storey+Sri+Damai+Garden+Terrace+Bukit+Rimau+Shah+Alam-91608260.htm
"Taman Bayu Heights 2,Seri Kembangan, Corner Lot,Below Spa Price",Houses,RM 990 000,4 Bedrooms,4 Bathrooms,2500 sq.ft.,Seri Kembangan,"Today, 12:00",https://www.mudah.my/Taman+Bayu+Heights+2+Seri+Kembangan+Corner+Lot+Below+Spa+Price-91389188.htm
"ELMINA GREEN, SEK U17, SHAH ALAM.Brand New",Houses,RM 700 000,4 Bedrooms,4 Bathrooms,2000 sq.ft.,Shah Alam,"Today, 12:00",https://www.mudah.my/ELMINA+GREEN+SEK+U17+SHAH+ALAM+Brand+New-91263774.htm
"Taman impian murni, saujana impian, kajang",Houses,RM 599 000,4 Bedrooms,3 Bathrooms,1899 sq.ft.,Kajang,"Today, 12:00",https://www.mudah.my/Taman+impian+murni+saujana+impian+kajang-91043999.htm
"[RENOVATED] Double Storey The Clover Homes, Semenyih",Houses,RM 575 000,4 Bedrooms,4 Bathrooms,2200 sq.ft.,Semenyih,"Today, 12:00",https://www.mudah.my/+RENOVATED+Double+Storey+The+Clover+Homes+Semenyih-88925015.htm
"Banyan Close,Bandar Bukit Mahkota,Bangi. Renovated,Well Maintained",Houses,RM 2 100 000,5 Bedrooms,5 Bathrooms,5480 sq.ft.,Bangi,"Today, 12:00",https://www.mudah.my/Banyan+Close+Bandar+Bukit+Mahkota+Bangi+Renovated+Well+Maintained-91257716.htm
"[FACING OPEN] Double Storey Desa Alam, Seksyen U12 Shah Alam",Houses,RM 630 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Shah Alam,"Today, 12:00",https://www.mudah.my/+FACING+OPEN+Double+Storey+Desa+Alam+Seksyen+U12+Shah+Alam-90544317.htm
Double Storey Semi-D Bandar Tasik Kesuma Semenyih,Houses,RM 660 000,4 Bedrooms,4 Bathrooms,2200 sq.ft.,Semenyih,"Today, 12:00",https://www.mudah.my/Double+Storey+Semi+D+Bandar+Tasik+Kesuma+Semenyih-86287240.htm
[FREEHOLD] Double Storey Beranang,Houses,RM 380 000,4 Bedrooms,3 Bathrooms,1988 sq.ft.,Semenyih,"Today, 12:00",https://www.mudah.my/+FREEHOLD+Double+Storey+Beranang-85523817.htm
FULLY RENOVATED 2 Storey SP 3 Bandar Saujana Putra,Houses,RM 575 000,5 Bedrooms,3 Bathrooms,1900 sq.ft.,Bandar Saujana Putra,"Today, 11:50",https://www.mudah.my/FULLY+RENOVATED+2+Storey+SP+3+Bandar+Saujana+Putra-91830309.htm
Refurbish end lot double storey terrace bandar seri putra bangi,Houses,RM 620 000,4 Bedrooms,3 Bathrooms,1800 sq.ft.,Bangi,"Today, 11:50",https://www.mudah.my/Refurbish+end+lot+double+storey+terrace+bandar+seri+putra+bangi-91830076.htm
( MURAH) Irama Perdana Puncak Alam Double Storey RENOVATED,Houses,RM 438 000,4 Bedrooms,3 Bathrooms,1208 sq.ft.,Puncak Alam,"Today, 11:50",https://www.mudah.my/+MURAH+Irama+Perdana+Puncak+Alam+Double+Storey+RENOVATED-91830053.htm
[ EXTENDED & RENOVATED ] 2 Storey Terrace House Seksyen 23 Shah Alam,Houses,RM 585 000,4 Bedrooms,3 Bathrooms,1400 sq.ft.,Shah Alam,"Today, 11:50",https://www.mudah.my/+EXTENDED+RENOVATED+2+Storey+Terrace+House+Seksyen+23+Shah+Alam-89329127.htm
[ CORNER LOT ] Double Storey Terrace House Seksyen 27 Shah Alam,Houses,RM 820 000,4 Bedrooms,3 Bathrooms,3038 sq.ft.,Shah Alam,"Today, 11:50",https://www.mudah.my/+CORNER+LOT+Double+Storey+Terrace+House+Seksyen+27+Shah+Alam-87849648.htm
BELOW MKT > 2sty Bungalow house Saujana villa in prima saujana semanja,Houses,RM 1 499 000,6 Bedrooms,4 Bathrooms,6172 sq.ft.,Kajang,"Today, 11:50",https://www.mudah.my/BELOW+MKT+2sty+Bungalow+house+Saujana+villa+in+prima+saujana+semanja-91767699.htm
BELOW MKT > 2sty TTDI GROVE ACACIA azalea dhania lavenna kajang house,Houses,RM 699 000,4 Bedrooms,5 Bathrooms,1650 sq.ft.,Kajang,"Today, 11:50",https://www.mudah.my/BELOW+MKT+2sty+TTDI+GROVE+ACACIA+azalea+dhania+lavenna+kajang+house-91767676.htm
2 sty SEMI D HOUSE in PINGGIRAN SAUJANA impian nearby prima saujana,Houses,RM 898 000,4 Bedrooms,4 Bathrooms,3000 sq.ft.,Kajang,"Today, 11:50",https://www.mudah.my/2+sty+SEMI+D+HOUSE+in+PINGGIRAN+SAUJANA+impian+nearby+prima+saujana-91203878.htm
Bungalow villa > PEARL RESIDENCE saujana mutiara in kajang perdana,Houses,RM 1 432 640,5 Bedrooms,6 Bathrooms,3840 sq.ft.,Kajang,"Today, 11:50",https://www.mudah.my/Bungalow+villa+PEARL+RESIDENCE+saujana+mutiara+in+kajang+perdana-89619865.htm
"FREEHOLD 2 Sty Terrace Berjaya Park, Seksyen 32, Shah Alam",Houses,RM 550 000,4 Bedrooms,3 Bathrooms,1560 sq.ft.,Shah Alam,"Today, 11:49",https://www.mudah.my/FREEHOLD+2+Sty+Terrace+Berjaya+Park+Seksyen+32+Shah+Alam-91830297.htm
1 storey terrace house bdar rinching semenyih selangor fully renovated,Houses,RM 400 000,3 Bedrooms,2 Bathrooms,1400 sq.ft.,Semenyih,"Today, 11:49",https://www.mudah.my/1+storey+terrace+house+bdar+rinching+semenyih+selangor+fully+renovated-91611081.htm
FACING OPEN Double Storey House Jalan Putra Setia Putra Heights,Houses,RM 920 000,5 Bedrooms,3 Bathrooms,2212 sq.ft.,Putra Heights,"Today, 11:48",https://www.mudah.my/FACING+OPEN+Double+Storey+House+Jalan+Putra+Setia+Putra+Heights-91830265.htm
[FACING OPEN]Single Storey Taman Langat Utama Banting KLIA,Houses,RM 299 000,3 Bedrooms,2 Bathrooms,1300 sq.ft.,Banting,"Today, 11:48",https://www.mudah.my/+FACING+OPEN+Single+Storey+Taman+Langat+Utama+Banting+KLIA-91830254.htm
"ZERO DOWNPAYMNET! Pinggiran USJ 1, SUBANG JAYA",Houses,RM 490 000,4 Bedrooms,3 Bathrooms,1500 sq.ft.,Subang Jaya,"Today, 11:47",https://www.mudah.my/ZERO+DOWNPAYMNET+Pinggiran+USJ+1+SUBANG+JAYA-91830242.htm
"2 TINGKAT || DESA VISTA, Bandar Baru Salak Tinggi",Houses,RM 350 000,4 Bedrooms,3 Bathrooms,1400 sq.ft.,Salak Tinggi,"Today, 11:46",https://www.mudah.my/2+TINGKAT+DESA+VISTA+Bandar+Baru+Salak+Tinggi-91830212.htm
"BELOW MARKET 2 Storey Terrace, Alam Budiman U10, Shah Alam 4R 4B",Houses,RM 540 000,4 Bedrooms,4 Bathrooms,2370 sq.ft.,Shah Alam,"Today, 11:46",https://www.mudah.my/BELOW+MARKET+2+Storey+Terrace+Alam+Budiman+U10+Shah+Alam+4R+4B-91830207.htm
"26x82 sqft FREEHOLD 3 Storey Duta Villa, Setia Alam",Houses,RM 1 690 000,5 Bedrooms,6 Bathrooms,3000 sq.ft.,Setia Alam,"Today, 11:45",https://www.mudah.my/26x82+sqft+FREEHOLD+3+Storey+Duta+Villa+Setia+Alam-91830177.htm
(BELOW MARKET) 2 Sty Alam Impian Freehold 20x80 New Unit (FACING OPEN),Houses,RM 825 000,4 Bedrooms,3 Bathrooms,1971 sq.ft.,Alam Impian,"Today, 11:45",https://www.mudah.my/+BELOW+MARKET+2+Sty+Alam+Impian+Freehold+20x80+New+Unit+FACING+OPEN+-91830173.htm
"TIDAK MENGHADAP RUMAH LAIN! 2 Sty Jalan Flora, Saujana Utama 1",Houses,RM 440 000,4 Bedrooms,3 Bathrooms,1500 sq.ft.,Sungai Buloh,"Today, 11:45",https://www.mudah.my/TIDAK+MENGHADAP+RUMAH+LAIN+2+Sty+Jalan+Flora+Saujana+Utama+1-91830010.htm
BOLEH NEGO SAMPAI JADI Double Storey Saujana Utama,Houses,RM 440 000,4 Bedrooms,3 Bathrooms,1200 sq.ft.,Saujana Utama,"Today, 11:45",https://www.mudah.my/BOLEH+NEGO+SAMPAI+JADI+Double+Storey+Saujana+Utama-91502977.htm
"2,600 sqft END LOT 2 Sty Terrace USJ 12, Subang Jaya",Houses,RM 900 000,4 Bedrooms,3 Bathrooms,2600 sq.ft.,Subang Jaya,"Today, 11:45",https://www.mudah.my/2+600+sqft+END+LOT+2+Sty+Terrace+USJ+12+Subang+Jaya-91830021.htm
Rumah Cantik - Telipot Bkt Beruntung Bkt Sentosa,Houses,RM 235 000,3 Bedrooms,1 Bathroom,1080 sq.ft.,Rawang,"Today, 11:45",https://www.mudah.my/Rumah+Cantik+Telipot+Bkt+Beruntung+Bkt+Sentosa-91830014.htm
"2 sty freehold house, m residence 1,near to toll rawang, club house",Houses,RM 390 000,4 Bedrooms,3 Bathrooms,12260 sq.ft.,Rawang,"Today, 11:45",https://www.mudah.my/2+sty+freehold+house+m+residence+1+near+to+toll+rawang+club+house-88871692.htm
Double Storey Terrace House Sunway Kayangan Seksyen U9 Shah Alam,Houses,RM 790 000,4 Bedrooms,4 Bathrooms,1967 sq.ft.,Shah Alam,"Today, 11:42",https://www.mudah.my/Double+Storey+Terrace+House+Sunway+Kayangan+Seksyen+U9+Shah+Alam-91830149.htm
[CORNER LOT SEMI D] [CHEAPEST UNIT] 2 Storey Semi D Cluster BSP 10,Houses,RM 780 000,4 Bedrooms,4 Bathrooms,2800 sq.ft.,Bandar Saujana Putra,"Today, 11:42",https://www.mudah.my/+CORNER+LOT+SEMI+D+CHEAPEST+UNIT+2+Storey+Semi+D+Cluster+BSP+10-91830147.htm
"Double storey saujana damansara, petaling jaya",Houses,RM 885 000,4 Bedrooms,3 Bathrooms,1684 sq.ft.,Damansara Damai,"Today, 11:42",https://www.mudah.my/Double+storey+saujana+damansara+petaling+jaya-91830140.htm
CORNER | Semi D Double Storey House USJ Tanamera Subang Jaya,Houses,RM 2 800 000,6 Bedrooms,6 Bathrooms,6760 sq.ft.,USJ,"Today, 11:41",https://www.mudah.my/CORNER+Semi+D+Double+Storey+House+USJ+Tanamera+Subang+Jaya-91830129.htm
[BRAND NEW HOUSE] 2Sty Terrace Parkfield Tropicana Heights Kajang,Houses,RM 790 000,4 Bedrooms,3 Bathrooms,2203 sq.ft.,Kajang,"Today, 11:40",https://www.mudah.my/+BRAND+NEW+HOUSE+2Sty+Terrace+Parkfield+Tropicana+Heights+Kajang-91812147.htm
CORNER LOT 2.5Sty Terrace Taman Seri Mewah Kajang HUGE LAND AREA,Houses,RM 900 000,5 Bedrooms,4 Bathrooms,3712 sq.ft.,Kajang,"Today, 11:40",https://www.mudah.my/CORNER+LOT+2+5Sty+Terrace+Taman+Seri+Mewah+Kajang+HUGE+LAND+AREA-91812143.htm
Shah Alam Seksyen 19 2sty 18*70 Renovated Extanted for Sales,Houses,RM 525 000,4 Bedrooms,2 Bathrooms,1900 sq.ft.,Shah Alam,"Today, 11:40",https://www.mudah.my/Shah+Alam+Seksyen+19+2sty+18+70+Renovated+Extanted+for+Sales-91609972.htm
Klang Taman Sentosa 2sty 18x65 Good Condition for Sales Limited units,Houses,RM 425 000,3 Bedrooms,3 Bathrooms,1170 sq.ft.,Klang,"Today, 11:40",https://www.mudah.my/Klang+Taman+Sentosa+2sty+18x65+Good+Condition+for+Sales+Limited+units-91445888.htm
