Title,Types,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url
The Address Boutique Condo,Apartments,RM 2 500 per month,4 Bedrooms,3 Bathrooms,1431 sq.ft.,Bukit Jambul,"Today, 18:10",https://www.mudah.my/The+Address+Boutique+Condo-90130059.htm
Pearl Regency Condo Gelugor Penang 1420sf Fully Furnished Seaview,Apartments,RM 2 400 per month,3 Bedrooms,2 Bathrooms,1420 sq.ft.,Gelugor,"Today, 18:10",https://www.mudah.my/Pearl+Regency+Condo+Gelugor+Penang+1420sf+Fully+Furnished+Seaview-90130027.htm
SHORT TERM RENT | 4 bedroom | Aircond Washing Machine included,Apartments,RM 1 280 per month,4 Bedrooms,3 Bathrooms,1500 sq.ft.,Batu Kawan,"Today, 18:10",https://www.mudah.my/SHORT+TERM+RENT+4+bedroom+Aircond+Washing+Machine+included-88904647.htm
SHORT TERM RENT | 4 Bedrooms | Aircond & Washing Machine included,Apartments,RM 1 200 per month,4 Bedrooms,3 Bathrooms,1450 sq.ft.,Batu Kawan,"Today, 18:08",https://www.mudah.my/SHORT+TERM+RENT+4+Bedrooms+Aircond+Washing+Machine+included-90130207.htm
The Waterfront Condo | Tanjung Bungah | Ultimate Sea View | Super Geng,Apartments,RM 2 100 per month,3 Bedrooms,3 Bathrooms,1500 sq.ft.,Tanjung Bungah,"Today, 18:06",https://www.mudah.my/The+Waterfront+Condo+Tanjung+Bungah+Ultimate+Sea+View+Super+Geng-90130169.htm
ArteS 1400sf_Luxury Condo_Nice View_Furnished_Near USM,Apartments,RM 2 000 per month,3 Bedrooms,2 Bathrooms,1400 sq.ft.,Gelugor,"Today, 18:05",https://www.mudah.my/ArteS+1400sf_Luxury+Condo_Nice+View_Furnished_Near+USM-89636900.htm
"Promenade F/F Bayan Baru Nr Elit, INTI, FTZ, ONE PRECINT, DPiazza",Apartments,RM 1 600 per month,3 Bedrooms,2 Bathrooms,1011 sq.ft.,Tanjong Tokong,"Today, 18:05",https://www.mudah.my/Promenade+F+F+Bayan+Baru+Nr+Elit+INTI+FTZ+ONE+PRECINT+DPiazza-90129944.htm
"The Spring [3+1 Room] 2 Balcony, Karpal Singh Drive",Apartments,RM 1 600 per month,4 Bedrooms,3 Bathrooms,1162 sq.ft.,Jelutong,"Today, 17:55",https://www.mudah.my/The+Spring+3+1+Room+2+Balcony+Karpal+Singh+Drive-89924153.htm
N PARK near USM BATU UBAN Good Condition Middle Floor Worth RENT,Apartments,RM 1 100 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Gelugor,"Today, 17:55",https://www.mudah.my/N+PARK+near+USM+BATU+UBAN+Good+Condition+Middle+Floor+Worth+RENT-90129725.htm
The Spring Fully Furnished 2 Car Parks,Apartments,RM 1 500 per month,3 Bedrooms,2 Bathrooms,966 sq.ft.,Georgetown,"Today, 17:50",https://www.mudah.my/The+Spring+Fully+Furnished+2+Car+Parks-88897319.htm
Cheapest Utropolis Studio Unit | Batu Kawan | Furnished | Near IKEA,Apartments,RM 1 200 per month,1 Bedroom,2 Bathrooms,500 sq.ft.,Batu Kawan,"Today, 17:45",https://www.mudah.my/Cheapest+Utropolis+Studio+Unit+Batu+Kawan+Furnished+Near+IKEA-90129529.htm
LOW Deposit | 2CP Furnished Utropolis Batu Kawan,Apartments,RM 850 per month,1 Bedroom,2 Bathrooms,500 sq.ft.,Batu Kawan,"Today, 17:45",https://www.mudah.my/LOW+Deposit+2CP+Furnished+Utropolis+Batu+Kawan-89544717.htm
City Residence High Level Tasteful Design Furniture,Apartments,RM 2 900 per month,3 Bedrooms,2 Bathrooms,1250 sq.ft.,Tanjong Tokong,"Today, 17:45",https://www.mudah.my/City+Residence+High+Level+Tasteful+Design+Furniture-84519331.htm
"Promenade P/F Bayan Baru Nr Elit, INTI, FTZ, ONE PRECINT, DPiazza",Apartments,RM 1 300 per month,3 Bedrooms,2 Bathrooms,1100 sq.ft.,Bayan Baru,"Today, 17:43",https://www.mudah.my/Promenade+P+F+Bayan+Baru+Nr+Elit+INTI+FTZ+ONE+PRECINT+DPiazza-90129764.htm
Mutiara Indah 700Sqft Bukit Gambier Gelugor,Apartments,RM 800 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Gelugor,"Today, 17:42",https://www.mudah.my/Mutiara+Indah+700Sqft+Bukit+Gambier+Gelugor-90129748.htm
"KINGFISHER CONDO, 3 Room, 800sf, near Lam Wah Ee Hospital, Greenlane",Apartments,RM 900 per month,3 Bedrooms,2 Bathrooms,800 sq.ft.,Greenlane,"Today, 17:40",https://www.mudah.my/KINGFISHER+CONDO+3+Room+800sf+near+Lam+Wah+Ee+Hospital+Greenlane-89600561.htm
E Park Condo Fully Furnished 1000sqft Batu Uban Near USM Gelugor N,Apartments,RM 1 250 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Batu Uban,"Today, 17:30",https://www.mudah.my/E+Park+Condo+Fully+Furnished+1000sqft+Batu+Uban+Near+USM+Gelugor+N-90129294.htm
Waterside Gelugor Furnished 2 Car Parks City View | Linear | Bayswater,Apartments,RM 1 799 per month,3 Bedrooms,2 Bathrooms,1050 sq.ft.,Gelugor,"Today, 17:26",https://www.mudah.my/Waterside+Gelugor+Furnished+2+Car+Parks+City+View+Linear+Bayswater-90129446.htm
"Raffle Tower 1600SF Move In Condition Worth To Rent near Arte S , USM",Apartments,RM 3 000 per month,4 Bedrooms,3 Bathrooms,1600 sq.ft.,Gelugor,"Today, 17:25",https://www.mudah.my/Raffle+Tower+1600SF+Move+In+Condition+Worth+To+Rent+near+Arte+S+USM-90129243.htm
Summer Place 1016sf Renovated High Partial Seaview,Apartments,RM 650 000 per month,3 Bedrooms,2 Bathrooms,1016 sq.ft.,Sungai Pinang,"Today, 17:25",https://www.mudah.my/Summer+Place+1016sf+Renovated+High+Partial+Seaview-90129254.htm
Sri Perdana At Georgetown Fully Furnished 2 CarPark -Move In Condition,Apartments,RM 1 650 per month,3 Bedrooms,2 Bathrooms,900 sq.ft.,Georgetown,"Today, 17:10",https://www.mudah.my/Sri+Perdana+At+Georgetown+Fully+Furnished+2+CarPark+Move+In+Condition-90128913.htm
Golden Triangle Fully Furnished Unit WORTH RENT - CHEAPEST AMONG ALL,Apartments,RM 1 250 per month,3 Bedrooms,2 Bathrooms,1315 sq.ft.,Sungai Ara,"Today, 17:10",https://www.mudah.my/Golden+Triangle+Fully+Furnished+Unit+WORTH+RENT+CHEAPEST+AMONG+ALL-90128912.htm
Taman Kristal CHEAPEST FULLY FURNISHED Unit High Floor Nice View,Apartments,RM 950 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Tanjong Tokong,"Today, 17:10",https://www.mudah.my/Taman+Kristal+CHEAPEST+FULLY+FURNISHED+Unit+High+Floor+Nice+View-90128911.htm
"The Peak Residence ""Quality Fully Furnished"" 2 Car Park Tanjong Tokong",Apartments,RM 1 350 per month,3 Bedrooms,2 Bathrooms,1100 sq.ft.,Tanjong Tokong,"Today, 17:10",https://www.mudah.my/The+Peak+Residence+Quality+Fully+Furnished+2+Car+Park+Tanjong+Tokong-90128908.htm
The Light Collection II Move In Condition TASTEFUL Unit Seaview WORTH,Apartments,RM 3 200 per month,3 Bedrooms,3 Bathrooms,1701 sq.ft.,Gelugor,"Today, 17:09",https://www.mudah.my/The+Light+Collection+II+Move+In+Condition+TASTEFUL+Unit+Seaview+WORTH-90129178.htm
"UNIVERSITY PLACE, Fully Furnished, Near Usm",Apartments,RM 1 300 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Gelugor,"Today, 17:06",https://www.mudah.my/UNIVERSITY+PLACE+Fully+Furnished+Near+Usm-90129129.htm
"Taman Pekaka Block 31. Fully furnished , Gelugor",Apartments,RM 1 200 per month,3 Bedrooms,2 Bathrooms,850 sq.ft.,Gelugor,"Today, 17:01",https://www.mudah.my/Taman+Pekaka+Block+31+Fully+furnished+Gelugor-87121915.htm
Zan Pavillon. Fully furnished. 2 car parks. Sungai Ara,Apartments,RM 1 500 per month,3 Bedrooms,2 Bathrooms,1990 sq.ft.,Sungai Ara,"Today, 17:01",https://www.mudah.my/Zan+Pavillon+Fully+furnished+2+car+parks+Sungai+Ara-85621405.htm
Desa Palma 1000sqft No Furnished 1 Carpark Georgetown Pulau Tikus,Apartments,RM 980 per month,3 Bedrooms,2 Bathrooms,1080 sq.ft.,Georgetown,"Today, 17:01",https://www.mudah.my/Desa+Palma+1000sqft+No+Furnished+1+Carpark+Georgetown+Pulau+Tikus-88839085.htm
Dual key Studio unit at Luminari Harbour Place NB Woodsbury,Apartments,RM 1 000 per month,1 Bedroom,1 Bathroom,647 sq.ft.,Butterworth,"Today, 17:00",https://www.mudah.my/Dual+key+Studio+unit+at+Luminari+Harbour+Place+NB+Woodsbury-89733370.htm
TAMAN KHENG TIAN 700SF 1CP FullyFurnish HighFloor JELUTONG CHEAPEST,Apartments,RM 1 000 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Jelutong,"Today, 17:00",https://www.mudah.my/TAMAN+KHENG+TIAN+700SF+1CP+FullyFurnish+HighFloor+JELUTONG+CHEAPEST-89433061.htm
TAMAN KHENG TIAN 700SF 1CP FullRenoFurnish JELUTONG CHEAPEST MANY UNIT,Apartments,RM 1 000 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Jelutong,"Today, 17:00",https://www.mudah.my/TAMAN+KHENG+TIAN+700SF+1CP+FullRenoFurnish+JELUTONG+CHEAPEST+MANY+UNIT-89589382.htm
Nice unit!! Woodsbury Suites at Harbour Place NB Luminari,Apartments,RM 900 per month,2 Bedrooms,1 Bathroom,750 sq.ft.,Butterworth,"Today, 16:50",https://www.mudah.my/Nice+unit+Woodsbury+Suites+at+Harbour+Place+NB+Luminari-90128450.htm
Straits Garden Condo Jelutong Partial furnished 3 bedrooms 2 car park,Apartments,RM 1 500 per month,3 Bedrooms,2 Bathrooms,1323 sq.ft.,Jelutong,"Today, 16:50",https://www.mudah.my/Straits+Garden+Condo+Jelutong+Partial+furnished+3+bedrooms+2+car+park-85300986.htm
Gelugor Bukit Gambier University Place / Ivory Plaza near USM,Apartments,RM 1 200 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Gelugor,"Today, 16:45",https://www.mudah.my/Gelugor+Bukit+Gambier+University+Place+Ivory+Plaza+near+USM-90128360.htm
Jelutong Lavender Park/Taman Sinar Pelangi fully furnished high floor,Apartments,RM 1 000 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Jelutong,"Today, 16:40",https://www.mudah.my/Jelutong+Lavender+Park+Taman+Sinar+Pelangi+fully+furnished+high+floor-89717416.htm
Luminari Butterworth Comfort Living Environment with Free WIFI !!!,Apartments,RM 1 600 per month,2 Bedrooms,2 Bathrooms,947 sq.ft.,Butterworth,"Today, 16:40",https://www.mudah.my/Luminari+Butterworth+Comfort+Living+Environment+with+Free+WIFI+-89902140.htm
Desa Delima block 1A high floor extended living room,Apartments,RM 700 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Ayer Itam,"Today, 16:40",https://www.mudah.my/Desa+Delima+block+1A+high+floor+extended+living+room-89717924.htm
Green Garden. 2 rooms,Apartments,RM 500 per month,2 Bedrooms,1 Bathroom,550 sq.ft.,Paya Terubong,"Today, 16:40",https://www.mudah.my/Green+Garden+2+rooms-89654387.htm
Taman Sinar Pelangi / Lavender Park at Jelutong Perak Lane,Apartments,RM 800 per month,3 Bedrooms,1 Bathroom,700 sq.ft.,Jelutong,"Today, 16:40",https://www.mudah.my/Taman+Sinar+Pelangi+Lavender+Park+at+Jelutong+Perak+Lane-89717396.htm
VERTIQ 1302SF 2 CarPark Partly Reno SeaView TESCO EGATE UDINI CHEAPEST,Apartments,RM 2 000 per month,3 Bedrooms,2 Bathrooms,1302 sq.ft.,Gelugor,"Today, 16:40",https://www.mudah.my/VERTIQ+1302SF+2+CarPark+Partly+Reno+SeaView+TESCO+EGATE+UDINI+CHEAPEST-89448480.htm
"FULLY AIR CONDITIONED Tropicana Bay Residences, 3 ROOMS",Apartments,RM 1 700 per month,3 Bedrooms,2 Bathrooms,872 sq.ft.,Bayan Lepas,"Today, 16:32",https://www.mudah.my/FULLY+AIR+CONDITIONED+Tropicana+Bay+Residences+3+ROOMS-71490082.htm
"I-Santorini, NEW, Kitchen Cabinet, 2 Car Parks",Apartments,RM 1 100 per month,3 Bedrooms,2 Bathrooms,850 sq.ft.,Tanjong Tokong,"Today, 16:31",https://www.mudah.my/I+Santorini+NEW+Kitchen+Cabinet+2+Car+Parks-83378305.htm
"SummerSkye Residences, FURNISHED, Pool View, 2 Car Parks",Apartments,RM 1 800 per month,3 Bedrooms,2 Bathrooms,1100 sq.ft.,Sungai Ara,"Today, 16:30",https://www.mudah.my/SummerSkye+Residences+FURNISHED+Pool+View+2+Car+Parks-87672705.htm
Coastal Tower Fully Renovated Furnish Tanjung Bungah Rental ,Apartments,RM 999 per month,3 Bedrooms,2 Bathrooms,1000 sq.ft.,Tanjung Bungah,"Today, 16:30",https://www.mudah.my/Coastal+Tower+Fully+Renovated+Furnish+Tanjung+Bungah+Rental+-90128110.htm
1 Sky One Sky 1450 sqft MOVE IN CONDITION 2 Car Park close Elit Height,Apartments,RM 1 400 per month,3 Bedrooms,4 Bathrooms,1450 sq.ft.,Bayan Baru,"Today, 16:26",https://www.mudah.my/1+Sky+One+Sky+1450+sqft+MOVE+IN+CONDITION+2+Car+Park+close+Elit+Height-90128262.htm
Abel Residence. Fully Furnished. Near Icon City,Apartments,RM 1 700 per month,3 Bedrooms,2 Bathrooms,1180 sq.ft.,Bukit Mertajam,"Today, 16:25",https://www.mudah.my/Abel+Residence+Fully+Furnished+Near+Icon+City-87678211.htm
"I-Santorini, NEW UNIT, High Floor, SEAVIEW, 2 Car Parks",Apartments,RM 1 000 per month,3 Bedrooms,2 Bathrooms,850 sq.ft.,Tanjong Tokong,"Today, 16:23",https://www.mudah.my/I+Santorini+NEW+UNIT+High+Floor+SEAVIEW+2+Car+Parks-82242566.htm
Aspen Residence Perak Road Beside Sunshine Jelutong Near Artis 3 Grace,Apartments,RM 1 300 per month,3 Bedrooms,2 Bathrooms,1280 sq.ft.,Jelutong,"Today, 16:23",https://www.mudah.my/Aspen+Residence+Perak+Road+Beside+Sunshine+Jelutong+Near+Artis+3+Grace-88838971.htm
Desa Rahmat. Behing Relau Public Bank,Apartments,RM 700 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Relau,"Today, 16:22",https://www.mudah.my/Desa+Rahmat+Behing+Relau+Public+Bank-90128203.htm
Jambul view apartment at bukit jambul & Sungai Ara,Apartments,RM 850 per month,3 Bedrooms,2 Bathrooms,850 sq.ft.,Bukit Jambul,"Today, 16:21",https://www.mudah.my/Jambul+view+apartment+at+bukit+jambul+Sungai+Ara-90128190.htm
Luminari LIMITED TIME OFFER Cheapest Unit with FREE 100 mbps UNIFI !!!,Apartments,RM 1 200 per month,2 Bedrooms,2 Bathrooms,947 sq.ft.,Butterworth,"Today, 16:20",https://www.mudah.my/Luminari+LIMITED+TIME+OFFER+Cheapest+Unit+with+FREE+100+mbps+UNIFI+-89902443.htm
Luminari Residences Butterworth Fully Furnished VALUE RENT UNIT,Apartments,RM 1 300 per month,2 Bedrooms,2 Bathrooms,947 sq.ft.,Butterworth,"Today, 16:20",https://www.mudah.my/Luminari+Residences+Butterworth+Fully+Furnished+VALUE+RENT+UNIT-89902027.htm
SYMPHONY PARK 800SF 1CP BasicReno MidFloor CHEAPEST RENT JELUTONG,Apartments,RM 1 000 per month,3 Bedrooms,2 Bathrooms,800 sq.ft.,Jelutong,"Today, 16:20",https://www.mudah.my/SYMPHONY+PARK+800SF+1CP+BasicReno+MidFloor+CHEAPEST+RENT+JELUTONG-89403855.htm
Tanjung Court Block M not facing main road NICE UNIT !!!,Apartments,RM 800 per month,3 Bedrooms,2 Bathrooms,750 sq.ft.,Ayer Itam,"Today, 16:15",https://www.mudah.my/Tanjung+Court+Block+M+not+facing+main+road+NICE+UNIT+-89717498.htm
Taman Kristal near Adventist Hospital Gurney Plaza,Apartments,RM 800 per month,3 Bedrooms,2 Bathrooms,700 sq.ft.,Tanjong Tokong,"Today, 16:06",https://www.mudah.my/Taman+Kristal+near+Adventist+Hospital+Gurney+Plaza-90127860.htm
Isantorini High Floor Full Furnish Town View Cheapest,Apartments,RM 1 500 per month,3 Bedrooms,2 Bathrooms,850 sq.ft.,Tanjong Tokong,"Today, 16:05",https://www.mudah.my/Isantorini+High+Floor+Full+Furnish+Town+View+Cheapest-90127642.htm
Fully Furnished Delima Emas Condo | Juru | Prai,Apartments,RM 1 500 per month,3 Bedrooms,2 Bathrooms,1257 sq.ft.,Juru,"Today, 16:04",https://www.mudah.my/Fully+Furnished+Delima+Emas+Condo+Juru+Prai-90127827.htm
One Tanjong 4760sqft | Move in condition | Tanjung Bungah,Apartments,RM 7 500 per month,4 Bedrooms,5 Bathrooms,4760 sq.ft.,Tanjung Bungah,"Today, 16:02",https://www.mudah.my/One+Tanjong+4760sqft+Move+in+condition+Tanjung+Bungah-90127787.htm
"Tropicana Bay STUDIO, Simple FURNISHED, Town View, 1 Car Park",Apartments,RM 1 100 per month,1 Bedroom,1 Bathroom,455 sq.ft.,Bayan Lepas,"Today, 16:00",https://www.mudah.my/Tropicana+Bay+STUDIO+Simple+FURNISHED+Town+View+1+Car+Park-88808553.htm
"I-Santorini, High Floor, SEAVIEW, 2 Car Parks",Apartments,RM 1 050 per month,3 Bedrooms,2 Bathrooms,850 sq.ft.,Tanjong Tokong,"Today, 16:00",https://www.mudah.my/I+Santorini+High+Floor+SEAVIEW+2+Car+Parks-86225880.htm
