Title,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url
Putrajaya Precint 14 Double Storey (ENDLOT+FACING OPEN+TENANTED+MURAH),845000,4,3,2195,Putrajaya,"Yesterday, 16:46",https://www.mudah.my/Putrajaya+Precint+14+Double+Storey+ENDLOT+FACING+OPEN+TENANTED+MURAH+-88607714.htm
Facing lake 2.5 storey semi detached presint 18 putrajaya,1400000,5,5,2917,Putrajaya,"Yesterday, 16:45",https://www.mudah.my/Facing+lake+2+5+storey+semi+detached+presint+18+putrajaya-87265955.htm
"Freehold! rumah teres 2 tingkat di presint 11, putrajaya untuk dijual",675000,4,3,2100,Putrajaya,"Yesterday, 16:07",https://www.mudah.my/Freehold+rumah+teres+2+tingkat+di+presint+11+putrajaya+untuk+dijual-88606860.htm
"Double Storey Terrace House, PRESINT 11",675000,4,3,2100,Putrajaya,"Yesterday, 15:45",https://www.mudah.my/Double+Storey+Terrace+House+PRESINT+11-88606060.htm
"[End lot, tip top house] Precint 18, Putrajaya 2 1/2 storey",1009000,5,4,2460,Putrajaya,"Yesterday, 15:30",https://www.mudah.my/+End+lot+tip+top+house+Precint+18+Putrajaya+2+1+2+storey-88532384.htm
(GATED N GUARDED) RM100k Cash Back FREEHOLD 2STY,686000,4,4,2600,Putrajaya,"Yesterday, 14:35",https://www.mudah.my/+GATED+N+GUARDED+RM100k+Cash+Back+FREEHOLD+2STY+-88116681.htm
"Semi detached at presint 15, putrajaya foe sale",1400000,6,4,3207,Putrajaya,"Yesterday, 14:20",https://www.mudah.my/Semi+detached+at+presint+15+putrajaya+foe+sale-88349078.htm
Terrace at presint 16 for sale,950000,4,3,2300,Putrajaya,"Yesterday, 14:10",https://www.mudah.my/Terrace+at+presint+16+for+sale-86311134.htm
"Terrace endlot 2.5 storey at presint 18c, putrajaya for sale",1080000,4,4,2500,Putrajaya,"Yesterday, 14:10",https://www.mudah.my/Terrace+endlot+2+5+storey+at+presint+18c+putrajaya+for+sale-83587934.htm
"Nego Sampai Jadi!🔥Double Storey Terrace House PRESINT 11, PUTRAJAYA",675000,4,3,1540,Putrajaya,"Yesterday, 14:08",https://www.mudah.my/Nego+Sampai+Jadi+Double+Storey+Terrace+House+PRESINT+11+PUTRAJAYA-88604292.htm
Corner lot 2.5 storey terrace Putrajaya presint 18C house for sale,1150000,5,5,2500,Putrajaya,"Yesterday, 13:30",https://www.mudah.my/Corner+lot+2+5+storey+terrace+Putrajaya+presint+18C+house+for+sale-83716681.htm
2.5 Storey Duta Villa Presint 14 - Walking distance to Surau (100 m),1250000,6,6,3864,Putrajaya,"Yesterday, 13:27",https://www.mudah.my/2+5+Storey+Duta+Villa+Presint+14+Walking+distance+to+Surau+100+m+-87367024.htm
Double Storey Terrace Fully Furnished Freehold Presint 11 Putrajaya,760000,4,3,2100,Putrajaya,"Yesterday, 12:46",https://www.mudah.my/Double+Storey+Terrace+Fully+Furnished+Freehold+Presint+11+Putrajaya-86003636.htm
"Terhad 10 unit , 10min to Putrajaya Freehold",660000,4,4,2608,Putrajaya,"Yesterday, 12:45",https://www.mudah.my/Terhad+10+unit+10min+to+Putrajaya+Freehold-88492157.htm
Endlot 2 storey terrace presint 14 putrajaya [below market][must buy],850000,4,3,2185,Putrajaya,"Yesterday, 12:41",https://www.mudah.my/Endlot+2+storey+terrace+presint+14+putrajaya+below+market+must+buy+-88602636.htm
"[ DEPOSIT FLEXIBLE ] Double Storey Terrace House PRESINT 11, PUTRAJAYA",675000,4,3,2100,Putrajaya,"Yesterday, 12:21",https://www.mudah.my/+DEPOSIT+FLEXIBLE+Double+Storey+Terrace+House+PRESINT+11+PUTRAJAYA-88602228.htm
"Terrace House - 3 Storey superlink house, percinct 14, putrajaya",1390000,6,6,3660,Putrajaya,"Yesterday, 12:10",https://www.mudah.my/Terrace+House+3+Storey+superlink+house+percinct+14+putrajaya-88601642.htm
NEAR PUTRAJAYA Double Storey Semi D Harmony Park Jenderam For Sale,845000,5,4,2816,Putrajaya,"Yesterday, 12:10",https://www.mudah.my/NEAR+PUTRAJAYA+Double+Storey+Semi+D+Harmony+Park+Jenderam+For+Sale-87967309.htm
"Terrace house 2.5 storey percinct 16, putrajaya",1350000,5,5,3500,Putrajaya,"Yesterday, 12:00",https://www.mudah.my/Terrace+house+2+5+storey+percinct+16+putrajaya-88529855.htm
"3 Storey Terrace House (Duta Villa) for Sale, Precinct 14, Putrajaya",1359000,6,6,3660,Putrajaya,"Yesterday, 12:00",https://www.mudah.my/3+Storey+Terrace+House+Duta+Villa+for+Sale+Precinct+14+Putrajaya-86934314.htm
"Storey House - 3 Storey Supelink House, Percinct 14, Putrajaya",1390000,6,6,3660,Putrajaya,"Yesterday, 11:45",https://www.mudah.my/Storey+House+3+Storey+Supelink+House+Percinct+14+Putrajaya-88601096.htm
FLEXIBLE DEPOSIT Double Storey Terrace House PRESINT 11 PUTRAJAYA,675000,4,4,2100,Putrajaya,"Yesterday, 11:43",https://www.mudah.my/FLEXIBLE+DEPOSIT+Double+Storey+Terrace+House+PRESINT+11+PUTRAJAYA-88601366.htm
"Semi-D FACING LAKE for Sale, Danau Mutiara Putrajaya",2550000,5,6,4281,Putrajaya,"Yesterday, 11:40",https://www.mudah.my/Semi+D+FACING+LAKE+for+Sale+Danau+Mutiara+Putrajaya-76383317.htm
"Corner LAKE , Precint 8 FERA",4500000,6,6,5296,Putrajaya,"Yesterday, 11:40",https://www.mudah.my/Corner+LAKE+Precint+8+FERA-81453030.htm
"Semi-detached 2.5 storey the thymes8, Percinct 11, Putrajaya",2209000,5,5,4190,Putrajaya,"Yesterday, 11:40",https://www.mudah.my/Semi+detached+2+5+storey+the+thymes8+Percinct+11+Putrajaya-88400414.htm
"Semi D House (NEW) Sg Merab, Teras Jernang, Bangi",740000,5,4,3264,Putrajaya,"Yesterday, 11:30",https://www.mudah.my/Semi+D+House+NEW+Sg+Merab+Teras+Jernang+Bangi-86131874.htm
"2 storey terrace house Fully Renovated & Semi furnish, Putrajaya",865000,4,3,1650,Putrajaya,"Yesterday, 11:20",https://www.mudah.my/2+storey+terrace+house+Fully+Renovated+Semi+furnish+Putrajaya-88374725.htm
Fera Twinvilla 3 Storey Semi Precint 8,2700000,5,5,4521,Putrajaya,"Yesterday, 11:20",https://www.mudah.my/Fera+Twinvilla+3+Storey+Semi+Precint+8-76371508.htm
"Lake view semi d 2.5 stry , DANAU MUTIARA P16",2500000,6,6,4218,Putrajaya,"Yesterday, 11:20",https://www.mudah.my/Lake+view+semi+d+2+5+stry+DANAU+MUTIARA+P16-42120799.htm
"2 storey terrace house renovated & semi furnished, putrajaya",865000,4,3,1650,Putrajaya,"Yesterday, 11:20",https://www.mudah.my/2+storey+terrace+house+renovated+semi+furnished+putrajaya-88374879.htm
"Semi-D Astana Residence 5+1 Bedroom (Individual Lift), Precinct 8",3183300,5,6,5348,Putrajaya,"Yesterday, 11:20",https://www.mudah.my/Semi+D+Astana+Residence+5+1+Bedroom+Individual+Lift+Precinct+8-86943117.htm
"[END LOT] 2 Storey Terrace Presint 14, Putrajaya",850000,4,3,1950,Putrajaya,"Yesterday, 11:15",https://www.mudah.my/+END+LOT+2+Storey+Terrace+Presint+14+Putrajaya-88600414.htm
End Lot 2 Storey precint 14c for sale,890000,4,3,2600,Putrajaya,"Yesterday, 11:00",https://www.mudah.my/End+Lot+2+Storey+precint+14c+for+sale-76374541.htm
"Terrace house 2.5 storey corner unit, percinct 16, putrajaya",1350000,5,5,3500,Putrajaya,"Yesterday, 11:00",https://www.mudah.my/Terrace+house+2+5+storey+corner+unit+percinct+16+putrajaya-88529990.htm
"Semi-D Fera Twinvilla: Putrajaya lake & Masjid view, P8, Putrajaya",2700000,5,5,4521,Putrajaya,"Yesterday, 11:00",https://www.mudah.my/Semi+D+Fera+Twinvilla+Putrajaya+lake+Masjid+view+P8+Putrajaya-88526966.htm
"House For Sale 2 Storey (Renovated+Partially Furnished), Putrajaya",695000,4,3,1675,Putrajaya,"Yesterday, 11:00",https://www.mudah.my/House+For+Sale+2+Storey+Renovated+Partially+Furnished+Putrajaya-88200327.htm
"Semi-D 3 storey lake view percinct 8, Putrajaya",1400000,5,5,3200,Putrajaya,"Yesterday, 11:00",https://www.mudah.my/Semi+D+3+storey+lake+view+percinct+8+Putrajaya-87440734.htm
"3-Storey Terrace House (Duta Villa) for Sale Putrajaya, Precinct 14",1359000,6,6,3660,Putrajaya,"Yesterday, 11:00",https://www.mudah.my/3+Storey+Terrace+House+Duta+Villa+for+Sale+Putrajaya+Precinct+14-86933100.htm
"Putrajaya Semi-D House Augusta Residence for Sale, precinct 12",2173139,5,6,4291,Putrajaya,"Yesterday, 11:00",https://www.mudah.my/Putrajaya+Semi+D+House+Augusta+Residence+for+Sale+precinct+12-86921266.htm
"Double Storey Terrace House, PRESINT 11, PUTRAJAYA",675000,4,3,1540,Putrajaya,"Yesterday, 10:50",https://www.mudah.my/Double+Storey+Terrace+House+PRESINT+11+PUTRAJAYA-88599956.htm
RENOVATED | FLEXIBLE DEPOSIT | TERMURAH | Double Storey Presint 11,675000,4,3,2100,Putrajaya,"Yesterday, 10:50",https://www.mudah.my/RENOVATED+FLEXIBLE+DEPOSIT+TERMURAH+Double+Storey+Presint+11-88599954.htm
Renovated Semi D Corner Lot Putrajaya,1800000,5,4,2713,Putrajaya,"Yesterday, 10:45",https://www.mudah.my/Renovated+Semi+D+Corner+Lot+Putrajaya-88272475.htm
"Semi D House Augusta Residence for Sale in Putrajaya, Precinct 12",2173139,5,6,4291,Putrajaya,"Yesterday, 10:45",https://www.mudah.my/Semi+D+House+Augusta+Residence+for+Sale+in+Putrajaya+Precinct+12-86921097.htm
"Semi-D 5 Rooms The Thymes8, Precinct 11, Putrajaya",2168000,5,5,3286,Putrajaya,"Yesterday, 10:45",https://www.mudah.my/Semi+D+5+Rooms+The+Thymes8+Precinct+11+Putrajaya-86916813.htm
2.5 STOREY HENING Precint 16 Putrajaya,1488000,5,5,3300,Putrajaya,"Yesterday, 10:45",https://www.mudah.my/2+5+STOREY+HENING+Precint+16+Putrajaya-74321024.htm
"New Semi-D The Thymes8 Precinct 11, Putrajaya",2168000,5,5,3286,Putrajaya,"Yesterday, 10:40",https://www.mudah.my/New+Semi+D+The+Thymes8+Precinct+11+Putrajaya-86917940.htm
Double Storey 2.5 CORNER SALE precint 18c putrajaya,1115000,5,5,2800,Putrajaya,"Yesterday, 10:40",https://www.mudah.my/Double+Storey+2+5+CORNER+SALE+precint+18c+putrajaya-80550602.htm
"House for sale 2-storey(fully renovated+partially furnished),putrajaya",695000,4,3,1650,Putrajaya,"Yesterday, 10:20",https://www.mudah.my/House+for+sale+2+storey+fully+renovated+partially+furnished+putrajaya-88200628.htm
2.4 Storey Villa Teres Hening Putrajaya,1400000,5,5,3300,Putrajaya,"Yesterday, 10:20",https://www.mudah.my/2+4+Storey+Villa+Teres+Hening+Putrajaya-79377712.htm
LAKE VIEW UNIT PRECINT 16 Danau Mutiara,2600000,5,5,4218,Putrajaya,"Yesterday, 10:20",https://www.mudah.my/LAKE+VIEW+UNIT+PRECINT+16+Danau+Mutiara-63294491.htm
(FACINGOPEN) 2 Storey Terrace House The Pines Presint 11 Putrajaya,780000,4,3,1400,Putrajaya,"Yesterday, 10:10",https://www.mudah.my/+FACINGOPEN+2+Storey+Terrace+House+The+Pines+Presint+11+Putrajaya-88599133.htm
Single storey - semi detached tmn desa saujana sg merab,590000,4,3,3200,Putrajaya,"Yesterday, 09:55",https://www.mudah.my/Single+storey+semi+detached+tmn+desa+saujana+sg+merab-84838312.htm
Facing Open Renovated 2 Storey Terrace Presint 14 Putrajaya (EndLot),850000,4,3,1950,Putrajaya,"Yesterday, 09:50",https://www.mudah.my/Facing+Open+Renovated+2+Storey+Terrace+Presint+14+Putrajaya+EndLot+-88598667.htm
"[Facing Open, FF] 2 Storey Semi-D Cluster Taman Putra Perdana Puchong",530000,4,3,1791,Putrajaya,"Yesterday, 09:45",https://www.mudah.my/+Facing+Open+FF+2+Storey+Semi+D+Cluster+Taman+Putra+Perdana+Puchong-88598520.htm
Teres Presint 12 Putrajaya,1300000,4,3,1765,Putrajaya,"Yesterday, 09:35",https://www.mudah.my/Teres+Presint+12+Putrajaya-87650080.htm
Bungalow with Private Pool & Lift Putrajaya,2856750,6,6,4557,Putrajaya,"Yesterday, 09:35",https://www.mudah.my/Bungalow+with+Private+Pool+Lift+Putrajaya-83630593.htm
"3 Storey Hyperlink Terrace Duta Villa, Presint 14, Putrajaya FOR SALE",1467000,6,6,3660,Putrajaya,"Yesterday, 09:30",https://www.mudah.my/3+Storey+Hyperlink+Terrace+Duta+Villa+Presint+14+Putrajaya+FOR+SALE-88597931.htm
Semi-D Double Storey House Presint 14 Putrajaya,1250000,5,5,3200,Putrajaya,"Yesterday, 09:29",https://www.mudah.my/Semi+D+Double+Storey+House+Presint+14+Putrajaya-88598387.htm
Putrajaya Presint 18 Semi D[Depan Tasek Termurah ]Bum Lot Bank Lellong,548000,5,5,40000,Putrajaya,"Yesterday, 09:27",https://www.mudah.my/Putrajaya+Presint+18+Semi+D+Depan+Tasek+Termurah+Bum+Lot+Bank+Lellong-87370057.htm
Putrajaya Presint16 Corner Lot 40x100 Semi D Bum Lot Bank Lellong,601000,5,5,3500,Putrajaya,"Yesterday, 09:27",https://www.mudah.my/Putrajaya+Presint16+Corner+Lot+40x100+Semi+D+Bum+Lot+Bank+Lellong-87372011.htm
Putrajaya Precinct16 Desiran Bayu Semi D BumiLot BankLellong,618000,5,5,4000,Putrajaya,"Yesterday, 09:27",https://www.mudah.my/Putrajaya+Precinct16+Desiran+Bayu+Semi+D+BumiLot+BankLellong-87371738.htm
Putrajaya 45x98 SemiD Duta Villa Presint 14 Surau100m Bumi BankLellong,518000,5,5,3864,Putrajaya,"Yesterday, 09:27",https://www.mudah.my/Putrajaya+45x98+SemiD+Duta+Villa+Presint+14+Surau100m+Bumi+BankLellong-87372376.htm
[Semi D Look Alike] 2 Storey Link House Presint 11 Putrajaya,920000,4,3,3287,Putrajaya,"Yesterday, 09:25",https://www.mudah.my/+Semi+D+Look+Alike+2+Storey+Link+House+Presint+11+Putrajaya-88598254.htm
"END LOT 2 Storey Terrace Presint 14, Putrajaya (Facing Open)",850000,4,3,2185,Putrajaya,"Yesterday, 09:10",https://www.mudah.my/END+LOT+2+Storey+Terrace+Presint+14+Putrajaya+Facing+Open+-88533729.htm
"End Lot Double Storey Terrace House, Presint 14, Putrajaya FOR SALE",850000,4,3,1950,Putrajaya,"Yesterday, 09:09",https://www.mudah.my/End+Lot+Double+Storey+Terrace+House+Presint+14+Putrajaya+FOR+SALE-88597830.htm
CHEAPEST CORNER LOT SEMI-D 2 Storey House Presint 16 Putrajaya,1200000,4,3,4250,Putrajaya,"Yesterday, 08:30",https://www.mudah.my/CHEAPEST+CORNER+LOT+SEMI+D+2+Storey+House+Presint+16+Putrajaya-88384937.htm
[facing lake] semi d presint 18 putrajaya,1400000,6,5,3300,Putrajaya,"Yesterday, 08:25",https://www.mudah.my/+facing+lake+semi+d+presint+18+putrajaya-87351563.htm
FLEXIBLE DEPOSIT Double Storey Terrace (22x70) Precint 11 Putrajaya,675000,4,3,2100,Putrajaya,"Yesterday, 02:45",https://www.mudah.my/FLEXIBLE+DEPOSIT+Double+Storey+Terrace+22x70+Precint+11+Putrajaya-88500647.htm
"2.5Sty Augusta Residence, Luxury Semi D Presint 12 Putrajaya FOR SALE",2173139,6,6,4291,Putrajaya,"Yesterday, 02:30",https://www.mudah.my/2+5Sty+Augusta+Residence+Luxury+Semi+D+Presint+12+Putrajaya+FOR+SALE-88595628.htm
Freehold Double Sty Terrace Presint 11 Putrajaya,675000,4,3,2100,Putrajaya,"Feb 7, 20:45",https://www.mudah.my/Freehold+Double+Sty+Terrace+Presint+11+Putrajaya-88513395.htm
PRICE DROP!! Putrajaya Near Tasik House For Sale,995000,6,5,3321,Putrajaya,"Feb 7, 19:45",https://www.mudah.my/PRICE+DROP+Putrajaya+Near+Tasik+House+For+Sale-82182847.htm
"Big Freehold 2 Storey 30x85 Rebate20% Last 2 Unit , Near PUTRAJAYA",378888,4,4,3514,Putrajaya,"Feb 7, 19:07",https://www.mudah.my/Big+Freehold+2+Storey+30x85+Rebate20+Last+2+Unit+Near+PUTRAJAYA-85969301.htm
EXCLUSIVE ( BUNGALOW ) House ( POOL+ LIFT ) Danau Suria P16 PUTRAJAYA,2800000,6,6,4220,Putrajaya,"Feb 7, 17:50",https://www.mudah.my/EXCLUSIVE+BUNGALOW+House+POOL+LIFT+Danau+Suria+P16+PUTRAJAYA-70772456.htm
2 Storey Terrace House Presint 11 Putrajaya,675000,4,3,2100,Putrajaya,"Feb 7, 17:25",https://www.mudah.my/2+Storey+Terrace+House+Presint+11+Putrajaya-88589317.htm
Putrajaya semi d concept!! freehold 2 storey 35x100 [0%d/p] call now,425000,4,4,3790,Putrajaya,"Feb 7, 16:45",https://www.mudah.my/Putrajaya+semi+d+concept+freehold+2+storey+35x100+0+d+p+call+now-85381643.htm
"FREEHOLD, END LOT 2 Storey Terrace House, Presint 14, Putrajaya",850000,4,3,2185,Putrajaya,"Feb 7, 16:07",https://www.mudah.my/FREEHOLD+END+LOT+2+Storey+Terrace+House+Presint+14+Putrajaya-88588196.htm
"RENOVATED Double Storey Terrace House PRESINT 11, PUTRAJAYA",675000,5,3,2100,Putrajaya,"Feb 7, 15:50",https://www.mudah.my/RENOVATED+Double+Storey+Terrace+House+PRESINT+11+PUTRAJAYA-88509125.htm
3 Storey Hyperlink Terrace Duta Villa Presint 14 Putrajaya,1300000,6,6,3950,Putrajaya,"Feb 7, 15:10",https://www.mudah.my/3+Storey+Hyperlink+Terrace+Duta+Villa+Presint+14+Putrajaya-88513196.htm
"END LOT 2 Sty Terrace, Presint 14, Putrajaya FULLY RENOVATED",850000,4,3,2185,Putrajaya,"Feb 7, 14:50",https://www.mudah.my/END+LOT+2+Sty+Terrace+Presint+14+Putrajaya+FULLY+RENOVATED-88586457.htm
[Booking 2k] NEW 3 STOREY Terrace 5min to Desa Pinggiran Putra 5R5B,646000,5,5,2650,Putrajaya,"Feb 7, 14:46",https://www.mudah.my/+Booking+2k+NEW+3+STOREY+Terrace+5min+to+Desa+Pinggiran+Putra+5R5B-87254475.htm
"SUPERB ! - 2Sty House ( END LOT) + ( RENOVATED) PRESINT 14, Putrajaya",850000,4,3,1900,Putrajaya,"Feb 7, 12:25",https://www.mudah.my/SUPERB+2Sty+House+END+LOT+RENOVATED+PRESINT+14+Putrajaya-85641650.htm
[3 MIN TO MEX!] Rebates 55% High Cash Back! BIG 2-Storey Freehold 4R4B,483000,4,4,3888,Putrajaya,"Feb 7, 12:00",https://www.mudah.my/+3+MIN+TO+MEX+Rebates+55+High+Cash+Back+BIG+2+Storey+Freehold+4R4B-87924915.htm
Rumah Baru di KLIA,390600,4,3,1200,Putrajaya,"Feb 7, 11:45",https://www.mudah.my/Rumah+Baru+di+KLIA-86096685.htm
"1.5 Storey Hybrid Landed, Town Villa Putrajaya",445116,4,4,2175,Putrajaya,"Feb 7, 11:45",https://www.mudah.my/1+5+Storey+Hybrid+Landed+Town+Villa+Putrajaya-86896966.htm
[Below Market Value] HOC Freehold Big Landed 32x90 Superlink Putrajaya,412000,4,4,3488,Putrajaya,"Feb 7, 11:40",https://www.mudah.my/+Below+Market+Value+HOC+Freehold+Big+Landed+32x90+Superlink+Putrajaya-87924901.htm
"[FULLY FURNISH, BIG LAND] Terrace 2 Storey, Presint 14, Putrajaya",965000,4,3,2500,Putrajaya,"Feb 7, 11:00",https://www.mudah.my/+FULLY+FURNISH+BIG+LAND+Terrace+2+Storey+Presint+14+Putrajaya-88404293.htm
"[RENOVATED, END LOT, FULLY FURNISHED] 2 Storey Terrace, Presint 14",850000,4,3,2185,Putrajaya,"Feb 7, 10:45",https://www.mudah.my/+RENOVATED+END+LOT+FULLY+FURNISHED+2+Storey+Terrace+Presint+14-88547790.htm
FLEXIBLE DEPOSIT | Double Storey Terrace House Presint 11 Putrajaya,675000,4,3,2100,Putrajaya,"Feb 7, 10:30",https://www.mudah.my/FLEXIBLE+DEPOSIT+Double+Storey+Terrace+House+Presint+11+Putrajaya-88581595.htm
RUMAH UNTUK DIJUAL DI PUTRAJAYA Semi D 3 Storey Lake View Putrajaya,1980000,6,6,4090,Putrajaya,"Feb 7, 10:28",https://www.mudah.my/RUMAH+UNTUK+DIJUAL+DI+PUTRAJAYA+Semi+D+3+Storey+Lake+View+Putrajaya-87269587.htm
2-1/2 Storey Terrace House At Sg Merab Luar Putrajaya,673400,5,5,2650,Putrajaya,"Feb 7, 09:50",https://www.mudah.my/2+1+2+Storey+Terrace+House+At+Sg+Merab+Luar+Putrajaya-83442686.htm
RUMAH UNTUK DIJUAL DI PUTRAJAYA 2 Storey Intermidiate Presint 16,950000,4,3,1800,Putrajaya,"Feb 7, 09:47",https://www.mudah.my/RUMAH+UNTUK+DIJUAL+DI+PUTRAJAYA+2+Storey+Intermidiate+Presint+16-87272536.htm
2 Storey House Putrajaya Seksyen 14 Putrajaya,880000,4,3,1903,Putrajaya,"Feb 7, 09:19",https://www.mudah.my/2+Storey+House+Putrajaya+Seksyen+14+Putrajaya-83135872.htm
(Marvelous Garden View)(Corner) Double Storey Terrace Presint 14 Putra,1100000,4,3,2500,Putrajaya,"Feb 7, 08:20",https://www.mudah.my/+Marvelous+Garden+View+Corner+Double+Storey+Terrace+Presint+14+Putra-88030203.htm
Corner Lot SemiD Presint 9 Putrajaya,1400000,6,5,36382,Putrajaya,"Feb 7, 07:30",https://www.mudah.my/Corner+Lot+SemiD+Presint+9+Putrajaya-81042522.htm
Double Storey Semi-Detached Presint 15 Putrajaya [FULLY FURNISHED],1400000,6,5,3207,Putrajaya,"Feb 7, 07:01",https://www.mudah.my/Double+Storey+Semi+Detached+Presint+15+Putrajaya+FULLY+FURNISHED+-88579127.htm
[ NEGOTIABLE ] Semi D Semi Detached Presint 14 Precint 14 Putrajaya,1350000,5,5,3200,Putrajaya,"Feb 7, 04:10",https://www.mudah.my/+NEGOTIABLE+Semi+D+Semi+Detached+Presint+14+Precint+14+Putrajaya-88564466.htm
"Ioi city mall , conezion residence , putrajaya",412000,2,2,780,Putrajaya,"Feb 6, 22:45",https://www.mudah.my/Ioi+city+mall+conezion+residence+putrajaya-88577036.htm
Rumah Bandar cybersouth,377910,4,2,1400,Putrajaya,"Feb 6, 22:41",https://www.mudah.my/Rumah+Bandar+cybersouth-86384605.htm
"(FACING LAKE!) 3 STOREY SERA SEMI D TWINVILLA, Putrajaya",3000000,6,6,4100,Putrajaya,"Feb 6, 21:01",https://www.mudah.my/+FACING+LAKE+3+STOREY+SERA+SEMI+D+TWINVILLA+Putrajaya-87339877.htm
"[FULLY FURNISHED] 2 Storey Presint 11, PUTRAJAYA, For Sale",810000,4,3,1650,Putrajaya,"Feb 6, 19:49",https://www.mudah.my/+FULLY+FURNISHED+2+Storey+Presint+11+PUTRAJAYA+For+Sale-88574635.htm
[FREEHOLD] Partly Furnished Double Storey Terrace Presint 11 Putrajaya,690000,4,3,1540,Putrajaya,"Feb 6, 19:35",https://www.mudah.my/+FREEHOLD+Partly+Furnished+Double+Storey+Terrace+Presint+11+Putrajaya-83562673.htm
"[FACING OPEN + RENOVATED] 2 Sty Terrace End Lot, Presint 14, Putrajaya",850000,4,3,2185,Putrajaya,"Feb 6, 18:04",https://www.mudah.my/+FACING+OPEN+RENOVATED+2+Sty+Terrace+End+Lot+Presint+14+Putrajaya-88572683.htm
